Variable,Importance,StDev,method,area,week,resp,model
dtw_0_5ha,0.5671132751762598,0.2203766181758082,perm_rmse,TII,21,moist_mean,lm
tpi20,0.73303055113633,0.2365343348097928,perm_rmse,TII,21,moist_mean,lm
tpi500,0.3618626618696396,0.2444130483787948,perm_rmse,TII,21,moist_mean,lm
wet_effect,0.19757340348259422,0.2733733297922965,perm_rmse,TII,21,moist_mean,lm
soil_type,0.8101507736112149,0.5061491111008353,perm_rmse,TII,21,moist_mean,lm
soil_type,0.1670955826273887,0.046882345116346875,perm_r2,TII,21,moist_mean,gam
pisr_summer_10m,0.15088997600771695,0.06526057397542709,perm_r2,TII,21,moist_mean,gam
twi_luke,0.08772228199788926,0.036123798975691165,perm_r2,TII,21,moist_mean,gam
dtw_0_5ha,0.26795936868057424,0.04468362306418563,perm_r2,TII,21,moist_mean,gam
tpi20,0.04624023468837106,0.037473107993404295,perm_r2,TII,21,moist_mean,gam
tpi500,0.10663561173226463,0.022683310737403872,perm_r2,TII,21,moist_mean,gam
wet_effect,0.023724951830300146,0.01490433511121519,perm_r2,TII,21,moist_mean,gam
soil_type,2.1161238752175233,0.44853979567544877,perm_rmse,TII,21,moist_mean,gam
pisr_summer_10m,1.8220916875139017,0.3919815003713508,perm_rmse,TII,21,moist_mean,gam
twi_luke,1.4118128729044916,0.4522737142328501,perm_rmse,TII,21,moist_mean,gam
dtw_0_5ha,2.878885706197313,0.5548775980424658,perm_rmse,TII,21,moist_mean,gam
tpi20,0.3955907921636298,0.3517589198229906,perm_rmse,TII,21,moist_mean,gam
tpi500,1.1768325213725064,0.4928843516656969,perm_rmse,TII,21,moist_mean,gam
wet_effect,0.7220208297158603,0.3665284770235705,perm_rmse,TII,21,moist_mean,gam
pisr_summer_10m,-1.3516762620247036e-4,0.0018594685662421124,perm_r2,TII,22,moist_mean,lm
twi_luke,0.4340716990061568,0.11612689936444653,perm_r2,TII,22,moist_mean,lm
dtw_0_5ha,0.01429619696466885,0.03036453403057796,perm_r2,TII,22,moist_mean,lm
tpi20,0.07749901019480795,0.024928760561357958,perm_r2,TII,22,moist_mean,lm
tpi500,0.03188158403964012,0.02223809262310147,perm_r2,TII,22,moist_mean,lm
wet_effect,0.023021209511814626,0.023806610985277865,perm_r2,TII,22,moist_mean,lm
soil_type,0.07187910793578008,0.026095050786952595,perm_r2,TII,22,moist_mean,lm
pisr_summer_10m,-1.0015987760443323e-4,0.02032423655049648,perm_rmse,TII,22,moist_mean,lm
twi_luke,4.558675843497747,1.0111385120050365,perm_rmse,TII,22,moist_mean,lm
dtw_0_5ha,0.14532470122215474,0.2513318143382931,perm_rmse,TII,22,moist_mean,lm
tpi20,0.8340141944387595,0.4984725007651729,perm_rmse,TII,22,moist_mean,lm
tpi500,0.39007158119665775,0.25186451414467526,perm_rmse,TII,22,moist_mean,lm
wet_effect,0.46366567890367244,0.2743329675094448,perm_rmse,TII,22,moist_mean,lm
soil_type,0.891560870150015,0.2047710280087805,perm_rmse,TII,22,moist_mean,lm
soil_type,0.13238356563946888,0.0516798862292584,perm_r2,TII,22,moist_mean,gam
pisr_summer_10m,0.1980819529267609,0.045873811115732084,perm_r2,TII,22,moist_mean,gam
twi_luke,0.15281154384391804,0.07425385573177945,perm_r2,TII,22,moist_mean,gam
dtw_0_5ha,0.19850680159446701,0.05669921889276108,perm_r2,TII,22,moist_mean,gam
tpi20,0.041581389779777087,0.021208010928538256,perm_r2,TII,22,moist_mean,gam
tpi500,0.13302487312727193,0.042472167327911675,perm_r2,TII,22,moist_mean,gam
wet_effect,0.04627738530592472,0.01941980370945598,perm_r2,TII,22,moist_mean,gam
soil_type,1.8617353492374487,0.5241793987818784,perm_rmse,TII,22,moist_mean,gam
pisr_summer_10m,2.1263017963915334,0.49671648731355306,perm_rmse,TII,22,moist_mean,gam
twi_luke,1.569268558166422,0.7900535850989712,perm_rmse,TII,22,moist_mean,gam
dtw_0_5ha,1.8636350762997247,0.60079210010958,perm_rmse,TII,22,moist_mean,gam
tpi20,0.44896864879580567,0.2323167072994816,perm_rmse,TII,22,moist_mean,gam
tpi500,1.2225562985164147,0.5270183550628437,perm_rmse,TII,22,moist_mean,gam
wet_effect,0.8009142702787896,0.28825316395677764,perm_rmse,TII,22,moist_mean,gam
pisr_summer_10m,2.042146060697858e-5,0.0028418737187718094,perm_r2,TII,23,moist_mean,lm
twi_luke,0.45035162773922277,0.06064480985728239,perm_r2,TII,23,moist_mean,lm
dtw_0_5ha,0.008527309350380046,0.021141263881248425,perm_r2,TII,23,moist_mean,lm
tpi20,0.043479140332951194,0.02533201324358076,perm_r2,TII,23,moist_mean,lm
tpi500,0.01828942417980479,0.02219603219124124,perm_r2,TII,23,moist_mean,lm
wet_effect,0.012971304303991526,0.016781398715232137,perm_r2,TII,23,moist_mean,lm
soil_type,0.06013605444696775,0.03400185404871607,perm_r2,TII,23,moist_mean,lm
pisr_summer_10m,0.012721309810174653,0.02852645676397123,perm_rmse,TII,23,moist_mean,lm
twi_luke,4.791753078322259,0.9366109287342615,perm_rmse,TII,23,moist_mean,lm
dtw_0_5ha,0.20531818293134538,0.23712567325784964,perm_rmse,TII,23,moist_mean,lm
tpi20,0.6874669599184229,0.3125805340752175,perm_rmse,TII,23,moist_mean,lm
tpi500,0.30814328691830684,0.23251675194802837,perm_rmse,TII,23,moist_mean,lm
wet_effect,0.24108555808825932,0.13239964059208661,perm_rmse,TII,23,moist_mean,lm
soil_type,0.5896059482802143,0.3407202541676441,perm_rmse,TII,23,moist_mean,lm
soil_type,0.11639850973934802,0.03832347909287019,perm_r2,TII,23,moist_mean,gam
pisr_summer_10m,0.22427082058436718,0.0686414489209804,perm_r2,TII,23,moist_mean,gam
twi_luke,0.1178488549766367,0.0618858941317016,perm_r2,TII,23,moist_mean,gam
dtw_0_5ha,0.18864162677465945,0.052823086272353194,perm_r2,TII,23,moist_mean,gam
tpi20,0.013906932323813025,0.025475295711313024,perm_r2,TII,23,moist_mean,gam
tpi500,0.09132840193922259,0.05015248655233241,perm_r2,TII,23,moist_mean,gam
wet_effect,0.02204703774275485,0.030587957637160507,perm_r2,TII,23,moist_mean,gam
soil_type,1.2719099905468843,0.6047072797961014,perm_rmse,TII,23,moist_mean,gam
pisr_summer_10m,2.755002233312995,0.5163905357709693,perm_rmse,TII,23,moist_mean,gam
twi_luke,1.0457759994700053,0.4296330069132677,perm_rmse,TII,23,moist_mean,gam
dtw_0_5ha,2.0306505147061533,0.5117708019704361,perm_rmse,TII,23,moist_mean,gam
tpi20,0.23430272338837382,0.1784287923031104,perm_rmse,TII,23,moist_mean,gam
tpi500,0.8946616547310041,0.31474101664880677,perm_rmse,TII,23,moist_mean,gam
wet_effect,0.5157938994836229,0.22437111940006674,perm_rmse,TII,23,moist_mean,gam
pisr_summer_10m,-6.830471130695681e-4,0.007245785814861295,perm_r2,TII,24,moist_mean,lm
twi_luke,0.39874518432771033,0.07252727964740872,perm_r2,TII,24,moist_mean,lm
dtw_0_5ha,0.005197306500124338,0.01475627464466266,perm_r2,TII,24,moist_mean,lm
tpi20,0.03850195895483904,0.04005464483235536,perm_r2,TII,24,moist_mean,lm
tpi500,0.01804332956887017,0.015408860259630104,perm_r2,TII,24,moist_mean,lm
wet_effect,0.009655384009567104,0.006160850980850571,perm_r2,TII,24,moist_mean,lm
soil_type,0.048714859566198955,0.045117514943864206,perm_r2,TII,24,moist_mean,lm
pisr_summer_10m,0.0012583573114458347,0.04608328504878066,perm_rmse,TII,24,moist_mean,lm
twi_luke,4.988018586850716,0.9917305287917955,perm_rmse,TII,24,moist_mean,lm
dtw_0_5ha,0.1156084191462691,0.15405427933530402,perm_rmse,TII,24,moist_mean,lm
tpi20,0.541092136551452,0.28442995823244704,perm_rmse,TII,24,moist_mean,lm
tpi500,0.2241004373515592,0.18996302143026467,perm_rmse,TII,24,moist_mean,lm
wet_effect,0.22670590334227417,0.1907473023176812,perm_rmse,TII,24,moist_mean,lm
soil_type,0.5657904215321669,0.2607410897230373,perm_rmse,TII,24,moist_mean,lm
soil_type,0.13059673678034714,0.03384521245221932,perm_r2,TII,24,moist_mean,gam
pisr_summer_10m,0.22853165784338741,0.042631765134400874,perm_r2,TII,24,moist_mean,gam
twi_luke,0.11567795232529242,0.07830858823139045,perm_r2,TII,24,moist_mean,gam
dtw_0_5ha,0.12483895567996596,0.06830093670636553,perm_r2,TII,24,moist_mean,gam
tpi20,0.00432603967875318,0.02197714086930636,perm_r2,TII,24,moist_mean,gam
tpi500,0.10139056662257476,0.04334686362394039,perm_r2,TII,24,moist_mean,gam
wet_effect,0.0163988459472853,0.012037058112314458,perm_r2,TII,24,moist_mean,gam
soil_type,1.7974228435425676,0.4792982123330624,perm_rmse,TII,24,moist_mean,gam
pisr_summer_10m,3.122915919285638,0.5743458816586866,perm_rmse,TII,24,moist_mean,gam
twi_luke,1.7073569146651173,0.39082443277121776,perm_rmse,TII,24,moist_mean,gam
dtw_0_5ha,1.622567353338853,0.5581228255664715,perm_rmse,TII,24,moist_mean,gam
tpi20,0.2444768357658697,0.21711431090729022,perm_rmse,TII,24,moist_mean,gam
tpi500,1.0396603801585684,0.26697698242008716,perm_rmse,TII,24,moist_mean,gam
wet_effect,0.2625797820927612,0.21612153354893723,perm_rmse,TII,24,moist_mean,gam
pisr_summer_10m,-8.361997474536365e-5,0.005571470130149902,perm_r2,TII,25,moist_mean,lm
twi_luke,0.38913984716832817,0.052437420304075236,perm_r2,TII,25,moist_mean,lm
dtw_0_5ha,0.002660964597344312,0.031208611962045253,perm_r2,TII,25,moist_mean,lm
tpi20,0.033354230196603975,0.034549269178163325,perm_r2,TII,25,moist_mean,lm
tpi500,0.027958302605844077,0.025116305176578386,perm_r2,TII,25,moist_mean,lm
wet_effect,0.008665374579204115,0.013310501713354107,perm_r2,TII,25,moist_mean,lm
soil_type,0.08320901756919535,0.031072791596355086,perm_r2,TII,25,moist_mean,lm
pisr_summer_10m,-0.006893787988097699,0.07654641548366711,perm_rmse,TII,25,moist_mean,lm
twi_luke,4.235947718043613,0.572260994887748,perm_rmse,TII,25,moist_mean,lm
dtw_0_5ha,0.23997394964584,0.15516238369508686,perm_rmse,TII,25,moist_mean,lm
tpi20,0.3581633274664295,0.2813087250192232,perm_rmse,TII,25,moist_mean,lm
tpi500,0.4599691250040559,0.3496868858881148,perm_rmse,TII,25,moist_mean,lm
wet_effect,0.3332991466902223,0.1650361115941848,perm_rmse,TII,25,moist_mean,lm
soil_type,0.9802964969890666,0.2952121942349325,perm_rmse,TII,25,moist_mean,lm
soil_type,0.1517997316981092,0.03894619537113225,perm_r2,TII,25,moist_mean,gam
pisr_summer_10m,0.22337319755451432,0.0652759030260227,perm_r2,TII,25,moist_mean,gam
twi_luke,0.0920726870735801,0.04654523575230869,perm_r2,TII,25,moist_mean,gam
dtw_0_5ha,0.11011220347328568,0.037376737211959186,perm_r2,TII,25,moist_mean,gam
tpi20,0.004148419413501659,0.015678446843549673,perm_r2,TII,25,moist_mean,gam
tpi500,0.1127181137148915,0.029680618462607916,perm_r2,TII,25,moist_mean,gam
wet_effect,0.026041516934652044,0.02843125313844151,perm_r2,TII,25,moist_mean,gam
soil_type,1.7540665358224365,0.3136445681874865,perm_rmse,TII,25,moist_mean,gam
pisr_summer_10m,2.2162481259555453,0.8056986983029577,perm_rmse,TII,25,moist_mean,gam
twi_luke,1.0875188303851961,0.46692807488802085,perm_rmse,TII,25,moist_mean,gam
dtw_0_5ha,1.2540114394053063,0.3742912060238205,perm_rmse,TII,25,moist_mean,gam
tpi20,0.22528192700777136,0.09449835757625653,perm_rmse,TII,25,moist_mean,gam
tpi500,1.318758426631084,0.3410897113012457,perm_rmse,TII,25,moist_mean,gam
wet_effect,0.29157297401207727,0.3071363209532218,perm_rmse,TII,25,moist_mean,gam
pisr_summer_10m,0.003813264684275042,0.003215400582619901,perm_r2,TII,26,moist_mean,lm
twi_luke,0.3059551348584014,0.0677216113499764,perm_r2,TII,26,moist_mean,lm
dtw_0_5ha,0.05673006256102876,0.04811787340717092,perm_r2,TII,26,moist_mean,lm
tpi20,0.021437821409273063,0.028964978979413643,perm_r2,TII,26,moist_mean,lm
tpi500,0.035300897075258,0.025428985743069808,perm_r2,TII,26,moist_mean,lm
wet_effect,0.030647413152653062,0.03471674672957152,perm_r2,TII,26,moist_mean,lm
soil_type,0.12411135495502124,0.041860782318511175,perm_r2,TII,26,moist_mean,lm
pisr_summer_10m,-0.01973345898137211,0.04004842222860791,perm_rmse,TII,26,moist_mean,lm
twi_luke,2.791248914264641,0.830555407529659,perm_rmse,TII,26,moist_mean,lm
dtw_0_5ha,0.48929015690525457,0.25985264373694344,perm_rmse,TII,26,moist_mean,lm
tpi20,0.28827642551689614,0.1692583888264914,perm_rmse,TII,26,moist_mean,lm
tpi500,0.24082509716458028,0.2490131067511426,perm_rmse,TII,26,moist_mean,lm
wet_effect,0.32641238221042546,0.4052527830253543,perm_rmse,TII,26,moist_mean,lm
soil_type,1.294740091083013,0.670748861958799,perm_rmse,TII,26,moist_mean,lm
soil_type,0.19925901654969308,0.04783408639250023,perm_r2,TII,26,moist_mean,gam
pisr_summer_10m,0.21132210654064842,0.06364023578288296,perm_r2,TII,26,moist_mean,gam
twi_luke,0.10341628669903441,0.03986704077271978,perm_r2,TII,26,moist_mean,gam
dtw_0_5ha,0.052716594793180624,0.026111069516885486,perm_r2,TII,26,moist_mean,gam
tpi20,0.003818364063103019,0.00754218826153495,perm_r2,TII,26,moist_mean,gam
tpi500,0.08414141832038154,0.040538576689622366,perm_r2,TII,26,moist_mean,gam
wet_effect,0.030340972622581907,0.027047674722489347,perm_r2,TII,26,moist_mean,gam
soil_type,1.9922750949505046,0.5683735163242368,perm_rmse,TII,26,moist_mean,gam
pisr_summer_10m,2.0761720448637075,0.3412866225881886,perm_rmse,TII,26,moist_mean,gam
twi_luke,0.9581109862239721,0.4424297303485323,perm_rmse,TII,26,moist_mean,gam
dtw_0_5ha,0.64999230375414,0.400670334247,perm_rmse,TII,26,moist_mean,gam
tpi20,0.09047186020196066,0.08105741586521256,perm_rmse,TII,26,moist_mean,gam
tpi500,0.9225948148013774,0.25616099855957003,perm_rmse,TII,26,moist_mean,gam
wet_effect,0.4700174513185994,0.3502773306510615,perm_rmse,TII,26,moist_mean,gam
pisr_summer_10m,0.003049161429534508,0.011041091548738755,perm_r2,TII,27,moist_mean,lm
twi_luke,0.3694736879919555,0.08254596358944455,perm_r2,TII,27,moist_mean,lm
dtw_0_5ha,0.019675149259559543,0.03243519901260285,perm_r2,TII,27,moist_mean,lm
tpi20,0.025663208571520248,0.023558636784313216,perm_r2,TII,27,moist_mean,lm
tpi500,0.04224810394445782,0.02338290915707572,perm_r2,TII,27,moist_mean,lm
wet_effect,0.01475349702010948,0.009443775985743572,perm_r2,TII,27,moist_mean,lm
soil_type,0.07252408013111329,0.052465502918503125,perm_r2,TII,27,moist_mean,lm
pisr_summer_10m,0.037493748991432874,0.09722850716511394,perm_rmse,TII,27,moist_mean,lm
twi_luke,3.5578715295358534,0.6011986816878249,perm_rmse,TII,27,moist_mean,lm
dtw_0_5ha,0.5734233412369905,0.22421101944871005,perm_rmse,TII,27,moist_mean,lm
tpi20,0.28356577747246836,0.31391925182714164,perm_rmse,TII,27,moist_mean,lm
tpi500,0.5103429477953598,0.22952420259452608,perm_rmse,TII,27,moist_mean,lm
wet_effect,0.14285042104485407,0.29076804291773495,perm_rmse,TII,27,moist_mean,lm
soil_type,0.5338666249336196,0.324732125077871,perm_rmse,TII,27,moist_mean,lm
soil_type,0.09857441697366225,0.0372271423647966,perm_r2,TII,27,moist_mean,gam
pisr_summer_10m,0.11904267409800644,0.052298673405253175,perm_r2,TII,27,moist_mean,gam
twi_luke,0.16854835307664012,0.06404769598384567,perm_r2,TII,27,moist_mean,gam
dtw_0_5ha,0.1252272629049797,0.06864119688124935,perm_r2,TII,27,moist_mean,gam
tpi20,0.01796412219751997,0.02000312403449463,perm_r2,TII,27,moist_mean,gam
tpi500,0.08500494275956863,0.04486749871368814,perm_r2,TII,27,moist_mean,gam
wet_effect,0.020782434572909847,0.014775037144132273,perm_r2,TII,27,moist_mean,gam
soil_type,1.241098172610944,0.4285226201893874,perm_rmse,TII,27,moist_mean,gam
pisr_summer_10m,1.042187123975164,0.43292349901665783,perm_rmse,TII,27,moist_mean,gam
twi_luke,1.9461150154098026,0.31896250252239344,perm_rmse,TII,27,moist_mean,gam
dtw_0_5ha,1.5361456718915936,0.36249613757294946,perm_rmse,TII,27,moist_mean,gam
tpi20,0.023505933207382944,0.16943883764860304,perm_rmse,TII,27,moist_mean,gam
tpi500,1.020000783337218,0.3786667400952166,perm_rmse,TII,27,moist_mean,gam
wet_effect,0.4459692732592796,0.27123326555024296,perm_rmse,TII,27,moist_mean,gam
pisr_summer_10m,0.005258789529747876,0.014082805713455692,perm_r2,TII,28,moist_mean,lm
twi_luke,0.3588663908081466,0.08995540479077412,perm_r2,TII,28,moist_mean,lm
dtw_0_5ha,0.030684368348335912,0.023261384962740234,perm_r2,TII,28,moist_mean,lm
tpi20,0.039635630872593475,0.024809227229939793,perm_r2,TII,28,moist_mean,lm
tpi500,0.0473753125892394,0.03659287510156419,perm_r2,TII,28,moist_mean,lm
wet_effect,0.015402003911804907,0.022659638733927543,perm_r2,TII,28,moist_mean,lm
soil_type,0.11342285490899812,0.04114694100608993,perm_r2,TII,28,moist_mean,lm
pisr_summer_10m,0.06203273389403936,0.05999665619754667,perm_rmse,TII,28,moist_mean,lm
twi_luke,3.990650495950068,0.7673906432131763,perm_rmse,TII,28,moist_mean,lm
dtw_0_5ha,0.33775691919282824,0.282954810813142,perm_rmse,TII,28,moist_mean,lm
tpi20,0.36260497595316876,0.20667057959617546,perm_rmse,TII,28,moist_mean,lm
tpi500,0.3952186407924117,0.3626154991444159,perm_rmse,TII,28,moist_mean,lm
wet_effect,0.1663019150268589,0.21398288008639632,perm_rmse,TII,28,moist_mean,lm
soil_type,0.9082280633217165,0.33934013293607174,perm_rmse,TII,28,moist_mean,lm
soil_type,0.11434817051184298,0.05044104132135129,perm_r2,TII,28,moist_mean,gam
pisr_summer_10m,0.11937116870989319,0.04237251486888236,perm_r2,TII,28,moist_mean,gam
twi_luke,0.14513710240928812,0.0655004458361874,perm_r2,TII,28,moist_mean,gam
dtw_0_5ha,0.11569159856529716,0.07800625583189522,perm_r2,TII,28,moist_mean,gam
tpi20,0.01812380548582958,0.012916223709162147,perm_r2,TII,28,moist_mean,gam
tpi500,0.0865425394420596,0.02918950716756257,perm_r2,TII,28,moist_mean,gam
wet_effect,0.02751629900615541,0.020194525600307364,perm_r2,TII,28,moist_mean,gam
soil_type,1.7314468698797045,0.5422274616682775,perm_rmse,TII,28,moist_mean,gam
pisr_summer_10m,1.3069989217132945,0.40359367137236923,perm_rmse,TII,28,moist_mean,gam
twi_luke,1.5306685898007522,0.6394769696247683,perm_rmse,TII,28,moist_mean,gam
dtw_0_5ha,1.9645683641583453,0.645701659165517,perm_rmse,TII,28,moist_mean,gam
tpi20,0.10034939008377979,0.25202646373149734,perm_rmse,TII,28,moist_mean,gam
tpi500,1.2891510300373246,0.43395251754691205,perm_rmse,TII,28,moist_mean,gam
wet_effect,0.4762287169919189,0.284273808536828,perm_rmse,TII,28,moist_mean,gam
pisr_summer_10m,0.007372945073350767,0.008055353157455453,perm_r2,TII,29,moist_mean,lm
twi_luke,0.42303021558609727,0.051558827347160684,perm_r2,TII,29,moist_mean,lm
dtw_0_5ha,0.008357776580291331,0.01165113297551616,perm_r2,TII,29,moist_mean,lm
tpi20,0.04233201666004903,0.028152631294825786,perm_r2,TII,29,moist_mean,lm
tpi500,0.051215347786507257,0.04315331620470842,perm_r2,TII,29,moist_mean,lm
wet_effect,0.007651899034873955,0.023854802941555103,perm_r2,TII,29,moist_mean,lm
soil_type,0.12194661166761037,0.036516069569060595,perm_r2,TII,29,moist_mean,lm
pisr_summer_10m,0.07010994551846927,0.11284029537657471,perm_rmse,TII,29,moist_mean,lm
twi_luke,4.6671243635063275,0.6208405939274214,perm_rmse,TII,29,moist_mean,lm
dtw_0_5ha,0.25040663704072424,0.18990596639292517,perm_rmse,TII,29,moist_mean,lm
tpi20,0.4188861895378929,0.280328040037644,perm_rmse,TII,29,moist_mean,lm
tpi500,0.45686154347665103,0.4376011981199354,perm_rmse,TII,29,moist_mean,lm
wet_effect,0.30362882763318966,0.20235274572311962,perm_rmse,TII,29,moist_mean,lm
soil_type,1.1270437854673419,0.5749481377828072,perm_rmse,TII,29,moist_mean,lm
soil_type,0.1628406663656215,0.03673703779910615,perm_r2,TII,29,moist_mean,gam
pisr_summer_10m,0.141598247834776,0.023097436319025225,perm_r2,TII,29,moist_mean,gam
twi_luke,0.18174884637379127,0.06396239218332397,perm_r2,TII,29,moist_mean,gam
dtw_0_5ha,0.1356064394753034,0.041333837900182545,perm_r2,TII,29,moist_mean,gam
tpi20,0.022768275772862744,0.014611904829348852,perm_r2,TII,29,moist_mean,gam
tpi500,0.11152770765439184,0.05602778173895436,perm_r2,TII,29,moist_mean,gam
wet_effect,0.02702316748424738,0.023932410879901812,perm_r2,TII,29,moist_mean,gam
soil_type,1.601740964021732,0.405105505114605,perm_rmse,TII,29,moist_mean,gam
pisr_summer_10m,1.6645350748750287,0.49079460942400177,perm_rmse,TII,29,moist_mean,gam
twi_luke,1.6432997196716121,0.583483287716719,perm_rmse,TII,29,moist_mean,gam
dtw_0_5ha,2.0904422456466416,0.5584592531101529,perm_rmse,TII,29,moist_mean,gam
tpi20,0.2035660460428252,0.18365625731047602,perm_rmse,TII,29,moist_mean,gam
tpi500,1.3582362334502307,0.3736014522038078,perm_rmse,TII,29,moist_mean,gam
wet_effect,0.7134858387040633,0.3906509284665177,perm_rmse,TII,29,moist_mean,gam
pisr_summer_10m,0.0054539713225889574,0.006581350139239449,perm_r2,TII,30,moist_mean,lm
twi_luke,0.3569110588638675,0.06274291810150567,perm_r2,TII,30,moist_mean,lm
dtw_0_5ha,0.007502922101875742,0.017191576782769207,perm_r2,TII,30,moist_mean,lm
tpi20,0.038765338122434594,0.03512780410786545,perm_r2,TII,30,moist_mean,lm
tpi500,0.00805440231106308,0.014102984627821375,perm_r2,TII,30,moist_mean,lm
wet_effect,0.003494071390486553,0.005954590661333691,perm_r2,TII,30,moist_mean,lm
soil_type,0.1260076035604299,0.03999621247605177,perm_r2,TII,30,moist_mean,lm
pisr_summer_10m,0.038522479335921386,0.09166345824372954,perm_rmse,TII,30,moist_mean,lm
twi_luke,3.4643147462095207,0.7033957420870139,perm_rmse,TII,30,moist_mean,lm
dtw_0_5ha,0.16759801492502557,0.19977359102801395,perm_rmse,TII,30,moist_mean,lm
tpi20,0.47494908353688514,0.3479249997790812,perm_rmse,TII,30,moist_mean,lm
tpi500,0.15670036663469436,0.12518243459363776,perm_rmse,TII,30,moist_mean,lm
wet_effect,0.04380102879831753,0.08932937021935523,perm_rmse,TII,30,moist_mean,lm
soil_type,1.5538267280177878,0.6105325205178181,perm_rmse,TII,30,moist_mean,lm
soil_type,0.17637295312650816,0.05698960376026987,perm_r2,TII,30,moist_mean,gam
pisr_summer_10m,0.0899965331497965,0.05580786393850132,perm_r2,TII,30,moist_mean,gam
twi_luke,0.13999531476173682,0.04257803765969629,perm_r2,TII,30,moist_mean,gam
dtw_0_5ha,0.1668300443508586,0.05321974793797452,perm_r2,TII,30,moist_mean,gam
tpi20,0.02096396525450155,0.014203230638470652,perm_r2,TII,30,moist_mean,gam
tpi500,0.0575463395725568,0.032357088084418104,perm_r2,TII,30,moist_mean,gam
wet_effect,0.013367416732936465,0.021613406636755643,perm_r2,TII,30,moist_mean,gam
soil_type,1.4853404341932839,0.36151738341379774,perm_rmse,TII,30,moist_mean,gam
pisr_summer_10m,1.320362592471795,0.2679926577815694,perm_rmse,TII,30,moist_mean,gam
twi_luke,1.4677718482702053,0.32335087291638426,perm_rmse,TII,30,moist_mean,gam
dtw_0_5ha,1.7928405269125343,0.6306824001737301,perm_rmse,TII,30,moist_mean,gam
tpi20,0.2515893486435594,0.21485469151798775,perm_rmse,TII,30,moist_mean,gam
tpi500,0.4713270675468408,0.4665568902401526,perm_rmse,TII,30,moist_mean,gam
wet_effect,0.13700017972624626,0.17799881513737606,perm_rmse,TII,30,moist_mean,gam
pisr_summer_10m,0.0035151133451613026,0.007274755982341061,perm_r2,TII,31,moist_mean,lm
twi_luke,0.3622229740397123,0.10698372115192933,perm_r2,TII,31,moist_mean,lm
dtw_0_5ha,0.00980912079659767,0.013944059681207398,perm_r2,TII,31,moist_mean,lm
tpi20,0.04722726660989375,0.022663198722563036,perm_r2,TII,31,moist_mean,lm
tpi500,0.005681745202030542,0.005705851168013185,perm_r2,TII,31,moist_mean,lm
wet_effect,-3.0993791839304394e-4,9.121408409091695e-4,perm_r2,TII,31,moist_mean,lm
soil_type,0.09617484326395614,0.05856709869714694,perm_r2,TII,31,moist_mean,lm
pisr_summer_10m,0.02636686090414688,0.08459468967032001,perm_rmse,TII,31,moist_mean,lm
twi_luke,3.5753847556263834,0.5622900912446559,perm_rmse,TII,31,moist_mean,lm
dtw_0_5ha,0.13596213660114742,0.10588387615849257,perm_rmse,TII,31,moist_mean,lm
tpi20,0.3431253556601309,0.34824479949511183,perm_rmse,TII,31,moist_mean,lm
tpi500,0.14345266349090408,0.08701423245001416,perm_rmse,TII,31,moist_mean,lm
wet_effect,0.0013973297491146398,0.008148519633392512,perm_rmse,TII,31,moist_mean,lm
soil_type,1.1903762699140927,0.3505307217051381,perm_rmse,TII,31,moist_mean,lm
soil_type,0.12676183831385188,0.04743039554682928,perm_r2,TII,31,moist_mean,gam
pisr_summer_10m,0.12080287805000228,0.06032724036796178,perm_r2,TII,31,moist_mean,gam
twi_luke,0.1107018535466413,0.07796280412411165,perm_r2,TII,31,moist_mean,gam
dtw_0_5ha,0.20260785696185774,0.08517189127363471,perm_r2,TII,31,moist_mean,gam
tpi20,0.025345055635995428,0.016338795333115448,perm_r2,TII,31,moist_mean,gam
tpi500,0.03198231883247325,0.022551157432711955,perm_r2,TII,31,moist_mean,gam
wet_effect,0.007937660363102117,0.00740173772466,perm_r2,TII,31,moist_mean,gam
soil_type,1.5398573798939565,0.5021546004777049,perm_rmse,TII,31,moist_mean,gam
pisr_summer_10m,1.2408110919325166,0.2603033987013188,perm_rmse,TII,31,moist_mean,gam
twi_luke,1.3007948345385352,0.3946282948806436,perm_rmse,TII,31,moist_mean,gam
dtw_0_5ha,2.453994716925423,0.41078977579776793,perm_rmse,TII,31,moist_mean,gam
tpi20,0.4274407168988933,0.26952993054899854,perm_rmse,TII,31,moist_mean,gam
tpi500,0.43460209146404055,0.397927110816063,perm_rmse,TII,31,moist_mean,gam
wet_effect,0.08261790722654076,0.08621545766340774,perm_rmse,TII,31,moist_mean,gam
pisr_summer_10m,0.011368013205707272,0.015797888138818838,perm_r2,TII,32,moist_mean,lm
twi_luke,0.3870908122902453,0.06643068859971141,perm_r2,TII,32,moist_mean,lm
dtw_0_5ha,0.0033265486573014536,0.015170728532013084,perm_r2,TII,32,moist_mean,lm
tpi20,0.06259335884985223,0.031076704494645575,perm_r2,TII,32,moist_mean,lm
tpi500,0.011057207569922334,0.01304473881125767,perm_r2,TII,32,moist_mean,lm
wet_effect,6.460969953218543e-4,0.004264135092478953,perm_r2,TII,32,moist_mean,lm
soil_type,0.10770933796013792,0.05446870952341743,perm_r2,TII,32,moist_mean,lm
pisr_summer_10m,0.0904682676935284,0.12754335542200435,perm_rmse,TII,32,moist_mean,lm
twi_luke,4.013892679006185,0.8985318054193983,perm_rmse,TII,32,moist_mean,lm
dtw_0_5ha,0.07849490485767543,0.1309498893673716,perm_rmse,TII,32,moist_mean,lm
