Variable,Importance,StDev,method,area,week,resp,model
tpi20,0.013747321381753108,0.012727919345429422,perm_r2,PIS,39,moist_mean,gam
tpi500,0.028036831205319534,0.01997448201357588,perm_r2,PIS,39,moist_mean,gam
wet_effect,0.07751371539252057,0.040937546175057175,perm_r2,PIS,39,moist_mean,gam
soil_type,2.6477807620878604,0.4930042331234889,perm_rmse,PIS,39,moist_mean,gam
pisr_summer_10m,1.2666196876820233,0.41331530703766056,perm_rmse,PIS,39,moist_mean,gam
twi_luke,2.2609479992097863,0.7435020444139726,perm_rmse,PIS,39,moist_mean,gam
dtw_0_5ha,1.2248524160092784,0.5285748544151913,perm_rmse,PIS,39,moist_mean,gam
tpi20,0.11607597011185114,0.13403173669250645,perm_rmse,PIS,39,moist_mean,gam
tpi500,0.2510877521867142,0.1557178669150074,perm_rmse,PIS,39,moist_mean,gam
wet_effect,1.3238861713922163,0.4115274193994719,perm_rmse,PIS,39,moist_mean,gam
pisr_summer_10m,0.061343600834385725,0.027289915996721807,perm_r2,PIS,40,moist_mean,lm
twi_luke,0.1307173275843917,0.06047897050524442,perm_r2,PIS,40,moist_mean,lm
dtw_0_5ha,0.3338104411919086,0.05517988620067804,perm_r2,PIS,40,moist_mean,lm
tpi20,3.963847570692458e-4,0.0038946848781914283,perm_r2,PIS,40,moist_mean,lm
tpi500,9.520428896243827e-4,0.016114531843104237,perm_r2,PIS,40,moist_mean,lm
wet_effect,0.05749573112299573,0.0364780286268685,perm_r2,PIS,40,moist_mean,lm
soil_type,0.23254867126479212,0.04429221414638642,perm_r2,PIS,40,moist_mean,lm
pisr_summer_10m,0.7397766924699882,0.32640515622621763,perm_rmse,PIS,40,moist_mean,lm
twi_luke,1.2185114888619624,0.479450588077126,perm_rmse,PIS,40,moist_mean,lm
dtw_0_5ha,2.941717464647735,0.7902267504863418,perm_rmse,PIS,40,moist_mean,lm
tpi20,0.0276262195142829,0.06961203897920801,perm_rmse,PIS,40,moist_mean,lm
tpi500,0.1660332728064315,0.10510605749454821,perm_rmse,PIS,40,moist_mean,lm
wet_effect,1.2264666039071588,0.5084396351961364,perm_rmse,PIS,40,moist_mean,lm
soil_type,2.4117912266049544,0.5997650979433593,perm_rmse,PIS,40,moist_mean,lm
soil_type,0.28410044896818476,0.05942337640104907,perm_r2,PIS,40,moist_mean,gam
pisr_summer_10m,0.12130369777079858,0.06325067658076372,perm_r2,PIS,40,moist_mean,gam
twi_luke,0.297807618522776,0.058588125266090606,perm_r2,PIS,40,moist_mean,gam
dtw_0_5ha,0.1523121893815959,0.051585953171995824,perm_r2,PIS,40,moist_mean,gam
tpi20,0.006697749617097459,0.013649002938103965,perm_r2,PIS,40,moist_mean,gam
tpi500,0.023486287843213337,0.03275134050197443,perm_r2,PIS,40,moist_mean,gam
wet_effect,0.0845923055562968,0.049239319602605185,perm_r2,PIS,40,moist_mean,gam
soil_type,2.5625070532672685,0.646229331145296,perm_rmse,PIS,40,moist_mean,gam
pisr_summer_10m,1.261448066200772,0.4924879004413752,perm_rmse,PIS,40,moist_mean,gam
twi_luke,2.152585882396928,0.9459905912012335,perm_rmse,PIS,40,moist_mean,gam
dtw_0_5ha,1.783339818385266,0.5396234007474102,perm_rmse,PIS,40,moist_mean,gam
tpi20,0.1328021315262328,0.14556433293149718,perm_rmse,PIS,40,moist_mean,gam
tpi500,0.1690414471254277,0.1084827920879765,perm_rmse,PIS,40,moist_mean,gam
wet_effect,1.5246764586407544,0.49001233766181657,perm_rmse,PIS,40,moist_mean,gam
pisr_summer_10m,0.12169431676835418,0.04428670787262631,perm_r2,PIS,41,moist_mean,lm
twi_luke,0.11667422236216476,0.06495877703500526,perm_r2,PIS,41,moist_mean,lm
dtw_0_5ha,0.281928423427222,0.05202256900305097,perm_r2,PIS,41,moist_mean,lm
tpi20,0.0016371748469801496,0.006058031946084914,perm_r2,PIS,41,moist_mean,lm
tpi500,0.012938776265798906,0.029410993982671305,perm_r2,PIS,41,moist_mean,lm
wet_effect,0.08739737324267566,0.04781042513293958,perm_r2,PIS,41,moist_mean,lm
soil_type,0.21414525751177735,0.07127076757828586,perm_r2,PIS,41,moist_mean,lm
pisr_summer_10m,0.822884761621126,0.40058012921504027,perm_rmse,PIS,41,moist_mean,lm
twi_luke,1.0751012465224308,0.3264922197936679,perm_rmse,PIS,41,moist_mean,lm
dtw_0_5ha,1.9670177767046229,0.42890993185800486,perm_rmse,PIS,41,moist_mean,lm
tpi20,0.018414294196583293,0.06474537496946216,perm_rmse,PIS,41,moist_mean,lm
tpi500,0.30852654271631386,0.38166777617290676,perm_rmse,PIS,41,moist_mean,lm
wet_effect,1.260145121000224,0.44191786812313494,perm_rmse,PIS,41,moist_mean,lm
soil_type,2.4280328328271636,0.5514233845950012,perm_rmse,PIS,41,moist_mean,lm
soil_type,0.282216138834984,0.04450639836547927,perm_r2,PIS,41,moist_mean,gam
pisr_summer_10m,0.1782496646654376,0.05547253559082841,perm_r2,PIS,41,moist_mean,gam
twi_luke,0.3156006684235507,0.08924700088064959,perm_r2,PIS,41,moist_mean,gam
dtw_0_5ha,0.07551619436755987,0.03874849635911512,perm_r2,PIS,41,moist_mean,gam
tpi20,0.010060077190866445,0.01143484953041008,perm_r2,PIS,41,moist_mean,gam
tpi500,0.02929935868330562,0.023930091132491678,perm_r2,PIS,41,moist_mean,gam
wet_effect,0.0866591044188807,0.031101962433044444,perm_r2,PIS,41,moist_mean,gam
soil_type,2.23648218894621,0.6468801971207552,perm_rmse,PIS,41,moist_mean,gam
pisr_summer_10m,1.6858542283551352,0.43779860649711955,perm_rmse,PIS,41,moist_mean,gam
twi_luke,2.700602399334971,0.6728635836717096,perm_rmse,PIS,41,moist_mean,gam
dtw_0_5ha,0.6513962333497382,0.3527921780417119,perm_rmse,PIS,41,moist_mean,gam
tpi20,0.16391012708746003,0.15553845831108956,perm_rmse,PIS,41,moist_mean,gam
tpi500,0.2795143351942354,0.2459977858763825,perm_rmse,PIS,41,moist_mean,gam
wet_effect,1.5275214109428903,0.38138358881493317,perm_rmse,PIS,41,moist_mean,gam
pisr_summer_10m,0.09028987809105758,0.049553309646348145,perm_r2,PIS,42,moist_mean,lm
twi_luke,0.11571967267606817,0.03813632928919701,perm_r2,PIS,42,moist_mean,lm
dtw_0_5ha,0.27117714038297464,0.05644146482122898,perm_r2,PIS,42,moist_mean,lm
tpi20,0.0010538464850575412,0.006153786865197363,perm_r2,PIS,42,moist_mean,lm
tpi500,0.05337150699265633,0.04041235425710325,perm_r2,PIS,42,moist_mean,lm
wet_effect,0.08706049487936421,0.03291409654483641,perm_r2,PIS,42,moist_mean,lm
soil_type,0.248483379835282,0.0432171936894045,perm_r2,PIS,42,moist_mean,lm
pisr_summer_10m,1.3872923236926256,0.4949850803015596,perm_rmse,PIS,42,moist_mean,lm
twi_luke,1.0496716937985804,0.19002960821475834,perm_rmse,PIS,42,moist_mean,lm
dtw_0_5ha,1.939041842278139,0.758545441807702,perm_rmse,PIS,42,moist_mean,lm
tpi20,-0.025517513450913222,0.04887816669097113,perm_rmse,PIS,42,moist_mean,lm
tpi500,0.6202948679993291,0.30912076510615705,perm_rmse,PIS,42,moist_mean,lm
wet_effect,1.7037434422950513,0.5915950886808339,perm_rmse,PIS,42,moist_mean,lm
soil_type,2.382344232333692,0.42356544246741334,perm_rmse,PIS,42,moist_mean,lm
soil_type,0.2786318761069654,0.06919847120797354,perm_r2,PIS,42,moist_mean,gam
pisr_summer_10m,0.15654053241364732,0.053878265611330745,perm_r2,PIS,42,moist_mean,gam
twi_luke,0.2704855542912224,0.06554536995468374,perm_r2,PIS,42,moist_mean,gam
dtw_0_5ha,0.07676961006658096,0.03678784917970601,perm_r2,PIS,42,moist_mean,gam
tpi20,0.014915861175902134,0.021096757861827405,perm_r2,PIS,42,moist_mean,gam
tpi500,0.05134427883076794,0.04243814151785506,perm_r2,PIS,42,moist_mean,gam
wet_effect,0.11780729817722523,0.02960230124127472,perm_r2,PIS,42,moist_mean,gam
soil_type,3.1439335544851605,0.6035465304481896,perm_rmse,PIS,42,moist_mean,gam
pisr_summer_10m,1.6386370394569822,0.48763189683432523,perm_rmse,PIS,42,moist_mean,gam
twi_luke,2.625413332017384,0.37719058488911456,perm_rmse,PIS,42,moist_mean,gam
dtw_0_5ha,1.2197600928644539,0.38744594927454995,perm_rmse,PIS,42,moist_mean,gam
tpi20,0.05735390648685286,0.1551040570286475,perm_rmse,PIS,42,moist_mean,gam
tpi500,0.8746546118936767,0.26359997615483743,perm_rmse,PIS,42,moist_mean,gam
wet_effect,2.6159427552765946,0.6751876146153083,perm_rmse,PIS,42,moist_mean,gam
pisr_summer_10m,0.10541405199206719,0.039484482345830976,perm_r2,PIS,43,moist_mean,lm
twi_luke,0.17342585741111546,0.06285434019898474,perm_r2,PIS,43,moist_mean,lm
dtw_0_5ha,0.1896553508830152,0.04684515129920602,perm_r2,PIS,43,moist_mean,lm
tpi20,-2.708700547417342e-4,0.002741996252788984,perm_r2,PIS,43,moist_mean,lm
tpi500,0.021442671413000946,0.0210820313196232,perm_r2,PIS,43,moist_mean,lm
wet_effect,0.007631491830187398,0.010074150466581637,perm_r2,PIS,43,moist_mean,lm
soil_type,0.11634065856449574,0.04443533484018189,perm_r2,PIS,43,moist_mean,lm
pisr_summer_10m,0.9355806667243409,0.3526145006563301,perm_rmse,PIS,43,moist_mean,lm
twi_luke,1.560487673204326,0.3313577402952333,perm_rmse,PIS,43,moist_mean,lm
dtw_0_5ha,1.7893546647143543,0.4500616669829278,perm_rmse,PIS,43,moist_mean,lm
tpi20,0.01335329889036183,0.030262642687091557,perm_rmse,PIS,43,moist_mean,lm
tpi500,0.18944279592497243,0.13177411666723496,perm_rmse,PIS,43,moist_mean,lm
wet_effect,0.06595934665560828,0.1448952638914905,perm_rmse,PIS,43,moist_mean,lm
soil_type,1.2828864689163968,0.3817321163721173,perm_rmse,PIS,43,moist_mean,lm
soil_type,0.15627769055317695,0.032111744682882505,perm_r2,PIS,43,moist_mean,gam
pisr_summer_10m,0.16872605487978568,0.04862264344868483,perm_r2,PIS,43,moist_mean,gam
twi_luke,0.3899075120591672,0.054631220773641534,perm_r2,PIS,43,moist_mean,gam
dtw_0_5ha,0.05531407138757264,0.029920845221187403,perm_r2,PIS,43,moist_mean,gam
tpi20,0.004767092218769464,0.0058590745577155445,perm_r2,PIS,43,moist_mean,gam
tpi500,0.016003112342417768,0.014566268420473379,perm_r2,PIS,43,moist_mean,gam
wet_effect,0.021556357550579785,0.011500022341572195,perm_r2,PIS,43,moist_mean,gam
soil_type,1.2113067551041115,0.4227571839548339,perm_rmse,PIS,43,moist_mean,gam
pisr_summer_10m,1.7599065515473862,0.38786878340040826,perm_rmse,PIS,43,moist_mean,gam
twi_luke,3.0646580423978422,0.6679636455739391,perm_rmse,PIS,43,moist_mean,gam
dtw_0_5ha,0.8928536580572854,0.2754113277469905,perm_rmse,PIS,43,moist_mean,gam
tpi20,0.058538803352592074,0.09027210273460962,perm_rmse,PIS,43,moist_mean,gam
tpi500,0.18982142255546758,0.24643414849271497,perm_rmse,PIS,43,moist_mean,gam
wet_effect,0.1089990700480116,0.17612220351891222,perm_rmse,PIS,43,moist_mean,gam
pisr_summer_10m,0.09352516337520508,0.03658970544747262,perm_r2,PIS,44,moist_mean,lm
twi_luke,0.10658223276549454,0.042053055808978314,perm_r2,PIS,44,moist_mean,lm
dtw_0_5ha,0.1583380670822364,0.042029929250950324,perm_r2,PIS,44,moist_mean,lm
tpi20,0.0014856056363891424,0.010337067962876822,perm_r2,PIS,44,moist_mean,lm
tpi500,2.8769991878951906e-5,4.6039961577411525e-4,perm_r2,PIS,44,moist_mean,lm
wet_effect,0.08607334627605631,0.04194932451344333,perm_r2,PIS,44,moist_mean,lm
soil_type,0.0731291771329809,0.05312290296311518,perm_r2,PIS,44,moist_mean,lm
pisr_summer_10m,0.6868026038849342,0.33803724113095296,perm_rmse,PIS,44,moist_mean,lm
twi_luke,1.260756897495123,0.6365066293207052,perm_rmse,PIS,44,moist_mean,lm
dtw_0_5ha,1.6576227410331765,0.4493814229354033,perm_rmse,PIS,44,moist_mean,lm
tpi20,0.04008624713187352,0.06553154552989196,perm_rmse,PIS,44,moist_mean,lm
tpi500,0.0013306522230706718,0.005817535076407915,perm_rmse,PIS,44,moist_mean,lm
wet_effect,0.9300085887189479,0.2892810519682775,perm_rmse,PIS,44,moist_mean,lm
soil_type,0.7840696647227071,0.3384299663983342,perm_rmse,PIS,44,moist_mean,lm
soil_type,0.047368045342709234,0.01865620641901398,perm_r2,PIS,44,moist_mean,gam
pisr_summer_10m,0.15244579991590163,0.08037764021424078,perm_r2,PIS,44,moist_mean,gam
twi_luke,0.31963924045318726,0.08700104046817539,perm_r2,PIS,44,moist_mean,gam
dtw_0_5ha,0.038507201570270155,0.02171084723890852,perm_r2,PIS,44,moist_mean,gam
tpi20,2.3063720772313888e-4,3.826644169168896e-4,perm_r2,PIS,44,moist_mean,gam
tpi500,3.230120908259693e-5,0.00198636937972618,perm_r2,PIS,44,moist_mean,gam
wet_effect,0.06488812929102168,0.031564295166746435,perm_r2,PIS,44,moist_mean,gam
soil_type,0.8141865342158546,0.2742466894064266,perm_rmse,PIS,44,moist_mean,gam
pisr_summer_10m,1.4570406622812448,0.5998329837759987,perm_rmse,PIS,44,moist_mean,gam
twi_luke,3.202417393668224,0.7763135272968663,perm_rmse,PIS,44,moist_mean,gam
dtw_0_5ha,0.5089412755183892,0.24062110670737677,perm_rmse,PIS,44,moist_mean,gam
tpi20,2.4860100030368317e-4,0.008910160183956461,perm_rmse,PIS,44,moist_mean,gam
tpi500,-0.003946410061918382,0.028550007968589735,perm_rmse,PIS,44,moist_mean,gam
wet_effect,0.5803005576737507,0.20914641512613433,perm_rmse,PIS,44,moist_mean,gam
pisr_summer_10m,0.0013229051521530533,0.004144881834245256,perm_r2,HYY,18,moist_mean,lm
twi_luke,0.005615735387212451,0.009657834873670543,perm_r2,HYY,18,moist_mean,lm
dtw_0_5ha,3.5464534922162726e-4,0.004488214775311742,perm_r2,HYY,18,moist_mean,lm
tpi20,0.005579290801263392,0.011426322833285582,perm_r2,HYY,18,moist_mean,lm
tpi500,0.0024101445032833958,0.004674604713587799,perm_r2,HYY,18,moist_mean,lm
wet_effect,0.2259451041613863,0.05229828516724728,perm_r2,HYY,18,moist_mean,lm
soil_type,0.605820326760941,0.09680620073420088,perm_r2,HYY,18,moist_mean,lm
pisr_summer_10m,0.005565813197075542,0.06713930607052927,perm_rmse,HYY,18,moist_mean,lm
twi_luke,0.047159472498051434,0.11437984138304509,perm_rmse,HYY,18,moist_mean,lm
dtw_0_5ha,0.03965578838822141,0.07526422160954632,perm_rmse,HYY,18,moist_mean,lm
tpi20,0.07358310519165175,0.13326745440676643,perm_rmse,HYY,18,moist_mean,lm
tpi500,0.036896172706269235,0.07817316173464407,perm_rmse,HYY,18,moist_mean,lm
wet_effect,2.9388354027042825,0.8455633968178107,perm_rmse,HYY,18,moist_mean,lm
soil_type,7.066008602880688,0.9640652198700129,perm_rmse,HYY,18,moist_mean,lm
soil_type,0.5498693933968393,0.09045604639075397,perm_r2,HYY,18,moist_mean,gam
pisr_summer_10m,0.0024472687872232448,0.004700958338235925,perm_r2,HYY,18,moist_mean,gam
twi_luke,0.026754051704311544,0.012810402301035546,perm_r2,HYY,18,moist_mean,gam
dtw_0_5ha,-3.726900295075719e-6,1.0192575000927013e-5,perm_r2,HYY,18,moist_mean,gam
tpi20,0.004040975699844696,0.009659415181136966,perm_r2,HYY,18,moist_mean,gam
tpi500,-2.7682888692839305e-4,0.002424477219065204,perm_r2,HYY,18,moist_mean,gam
wet_effect,0.19414886730524905,0.07567617783492485,perm_r2,HYY,18,moist_mean,gam
soil_type,6.366563707082899,1.2669857326074716,perm_rmse,HYY,18,moist_mean,gam
pisr_summer_10m,0.10343199559298366,0.06023352625961276,perm_rmse,HYY,18,moist_mean,gam
twi_luke,0.42232827720789007,0.1662390515220211,perm_rmse,HYY,18,moist_mean,gam
dtw_0_5ha,4.256409531624428e-5,1.0954713642176175e-4,perm_rmse,HYY,18,moist_mean,gam
tpi20,0.10782033740683383,0.12179576787531081,perm_rmse,HYY,18,moist_mean,gam
tpi500,0.030649417718831007,0.05881594360390226,perm_rmse,HYY,18,moist_mean,gam
wet_effect,2.807410228675405,0.6536372792689681,perm_rmse,HYY,18,moist_mean,gam
pisr_summer_10m,0.012636401071157544,0.01125443574699102,perm_r2,HYY,19,moist_mean,lm
twi_luke,0.013770071143260865,0.01022095985521402,perm_r2,HYY,19,moist_mean,lm
dtw_0_5ha,0.007707522535820188,0.016282113224084103,perm_r2,HYY,19,moist_mean,lm
tpi20,0.03286930502853154,0.025822067591698313,perm_r2,HYY,19,moist_mean,lm
tpi500,0.00800747887740232,0.008127915880883959,perm_r2,HYY,19,moist_mean,lm
wet_effect,0.23740254152143378,0.12379419167662666,perm_r2,HYY,19,moist_mean,lm
soil_type,0.5853882038061187,0.07651707705549209,perm_r2,HYY,19,moist_mean,lm
pisr_summer_10m,0.10333194179240728,0.1521486777149977,perm_rmse,HYY,19,moist_mean,lm
twi_luke,0.24786453279676354,0.13470409866951483,perm_rmse,HYY,19,moist_mean,lm
dtw_0_5ha,0.10209702614613611,0.18282630718618087,perm_rmse,HYY,19,moist_mean,lm
tpi20,0.7721623112407142,0.22745271888589094,perm_rmse,HYY,19,moist_mean,lm
tpi500,-9.985959697765168e-4,0.13969751963095878,perm_rmse,HYY,19,moist_mean,lm
wet_effect,2.8141700841236865,0.5714944638117556,perm_rmse,HYY,19,moist_mean,lm
soil_type,7.2942548616734175,1.058441802784759,perm_rmse,HYY,19,moist_mean,lm
soil_type,0.5819072248388085,0.05337002466558411,perm_r2,HYY,19,moist_mean,gam
pisr_summer_10m,0.012208524026128787,0.008920738935521581,perm_r2,HYY,19,moist_mean,gam
twi_luke,0.01003583868746145,0.011940146407088743,perm_r2,HYY,19,moist_mean,gam
dtw_0_5ha,0.005887904809471145,0.007734643033114899,perm_r2,HYY,19,moist_mean,gam
tpi20,0.0441767178766597,0.026789110920260956,perm_r2,HYY,19,moist_mean,gam
tpi500,0.006616195916225675,0.009097278417445216,perm_r2,HYY,19,moist_mean,gam
wet_effect,0.23508304027409996,0.07226927655050909,perm_r2,HYY,19,moist_mean,gam
soil_type,6.940802539312539,1.3371196470120659,perm_rmse,HYY,19,moist_mean,gam
pisr_summer_10m,0.1613108126476858,0.22885789119880584,perm_rmse,HYY,19,moist_mean,gam
twi_luke,0.2067541531576685,0.08992639450478451,perm_rmse,HYY,19,moist_mean,gam
dtw_0_5ha,0.04680738207159276,0.0969305161351549,perm_rmse,HYY,19,moist_mean,gam
tpi20,0.7741785287553352,0.3213142534696048,perm_rmse,HYY,19,moist_mean,gam
tpi500,0.12460791446325122,0.1263998467522229,perm_rmse,HYY,19,moist_mean,gam
wet_effect,2.7378174132659687,0.981772862619372,perm_rmse,HYY,19,moist_mean,gam
pisr_summer_10m,0.018305541247172145,0.016450188070543,perm_r2,HYY,20,moist_mean,lm
twi_luke,0.003741068212327503,0.014658786803497175,perm_r2,HYY,20,moist_mean,lm
dtw_0_5ha,-1.6156814100720672e-6,0.021769040935428655,perm_r2,HYY,20,moist_mean,lm
tpi20,0.021066784738291135,0.02140713558744854,perm_r2,HYY,20,moist_mean,lm
tpi500,0.016457205980586566,0.02386959336120335,perm_r2,HYY,20,moist_mean,lm
wet_effect,0.2137220892710402,0.053890525736455405,perm_r2,HYY,20,moist_mean,lm
soil_type,0.4722153637235793,0.053629672128759596,perm_r2,HYY,20,moist_mean,lm
pisr_summer_10m,0.11636878880516513,0.15749071664934472,perm_rmse,HYY,20,moist_mean,lm
twi_luke,0.09392931933892594,0.2119871287375196,perm_rmse,HYY,20,moist_mean,lm
dtw_0_5ha,0.04346044959321151,0.18817471135922154,perm_rmse,HYY,20,moist_mean,lm
tpi20,0.28573777994765026,0.26740572530160245,perm_rmse,HYY,20,moist_mean,lm
tpi500,0.32181210680895944,0.21250551454530817,perm_rmse,HYY,20,moist_mean,lm
wet_effect,2.6820652237950884,0.475972867418,perm_rmse,HYY,20,moist_mean,lm
soil_type,5.2873216160318774,1.1183453919029789,perm_rmse,HYY,20,moist_mean,lm
soil_type,0.44656557528646357,0.053593768666429,perm_r2,HYY,20,moist_mean,gam
pisr_summer_10m,0.01631264395617324,0.011660851620136848,perm_r2,HYY,20,moist_mean,gam
twi_luke,0.008054948062163525,0.014513368926945871,perm_r2,HYY,20,moist_mean,gam
dtw_0_5ha,0.003423885514834424,0.019195304739318655,perm_r2,HYY,20,moist_mean,gam
tpi20,0.030321568296729568,0.017242349374733082,perm_r2,HYY,20,moist_mean,gam
tpi500,0.013440113967663819,0.01966176652336024,perm_r2,HYY,20,moist_mean,gam
wet_effect,0.25547710063134377,0.05668758455618181,perm_r2,HYY,20,moist_mean,gam
soil_type,5.518831652101106,0.9288619606828715,perm_rmse,HYY,20,moist_mean,gam
pisr_summer_10m,0.13375013904160493,0.13832531859039313,perm_rmse,HYY,20,moist_mean,gam
twi_luke,0.22347159738473313,0.1153757227595267,perm_rmse,HYY,20,moist_mean,gam
dtw_0_5ha,0.18601259198531625,0.18868303224237956,perm_rmse,HYY,20,moist_mean,gam
tpi20,0.3063468123892125,0.3507705195669099,perm_rmse,HYY,20,moist_mean,gam
tpi500,0.1986125604102753,0.20422786057892098,perm_rmse,HYY,20,moist_mean,gam
wet_effect,2.5155269544619645,0.5900952213700298,perm_rmse,HYY,20,moist_mean,gam
pisr_summer_10m,0.008853626732020909,0.011579414389393715,perm_r2,HYY,21,moist_mean,lm
twi_luke,0.0707308838320502,0.047355825797664806,perm_r2,HYY,21,moist_mean,lm
dtw_0_5ha,0.009430249742929265,0.029978706757520523,perm_r2,HYY,21,moist_mean,lm
tpi20,0.010335798757958575,0.01935432614682794,perm_r2,HYY,21,moist_mean,lm
tpi500,0.029411588939857715,0.018705088501553974,perm_r2,HYY,21,moist_mean,lm
wet_effect,0.2527545658313131,0.04913892681503553,perm_r2,HYY,21,moist_mean,lm
soil_type,0.42093246936104706,0.04063042157425533,perm_r2,HYY,21,moist_mean,lm
pisr_summer_10m,0.1918795465949655,0.16323650683285337,perm_rmse,HYY,21,moist_mean,lm
twi_luke,0.6984971641020398,0.4306644306821833,perm_rmse,HYY,21,moist_mean,lm
dtw_0_5ha,0.13483610591329231,0.23727669593622697,perm_rmse,HYY,21,moist_mean,lm
tpi20,0.269564942429027,0.20894219066307657,perm_rmse,HYY,21,moist_mean,lm
tpi500,0.3643479544630786,0.3061110290388331,perm_rmse,HYY,21,moist_mean,lm
wet_effect,3.150431576364886,0.9275473959925326,perm_rmse,HYY,21,moist_mean,lm
soil_type,5.300792014307648,1.0055594327316817,perm_rmse,HYY,21,moist_mean,lm
soil_type,0.37062576705294625,0.07536614213639474,perm_r2,HYY,21,moist_mean,gam
pisr_summer_10m,0.021045148494808423,0.014069738728929195,perm_r2,HYY,21,moist_mean,gam
twi_luke,0.10212912918899536,0.03605965143524394,perm_r2,HYY,21,moist_mean,gam
dtw_0_5ha,0.0020043116993216925,0.002592070810686034,perm_r2,HYY,21,moist_mean,gam
tpi20,0.009327489889292329,0.011602925326993734,perm_r2,HYY,21,moist_mean,gam
tpi500,0.012383361022378303,0.024187007408123632,perm_r2,HYY,21,moist_mean,gam
wet_effect,0.2078930018637842,0.08211807777661435,perm_r2,HYY,21,moist_mean,gam
soil_type,3.817969880405859,0.8207236596621428,perm_rmse,HYY,21,moist_mean,gam
pisr_summer_10m,0.18571883631152986,0.2577812004260775,perm_rmse,HYY,21,moist_mean,gam
twi_luke,0.8638226020865734,0.4211547133547895,perm_rmse,HYY,21,moist_mean,gam
dtw_0_5ha,0.009296443919520137,0.02368511111545883,perm_rmse,HYY,21,moist_mean,gam
tpi20,0.2681861226630936,0.16150599314039477,perm_rmse,HYY,21,moist_mean,gam
tpi500,0.27052060726909577,0.2910974224401359,perm_rmse,HYY,21,moist_mean,gam
wet_effect,2.1848699896110455,0.9003980305478688,perm_rmse,HYY,21,moist_mean,gam
pisr_summer_10m,0.015817531418077412,0.007295271835475632,perm_r2,HYY,22,moist_mean,lm
twi_luke,0.03981488356037309,0.03587824556508328,perm_r2,HYY,22,moist_mean,lm
dtw_0_5ha,0.009670049484322863,0.01589424658842616,perm_r2,HYY,22,moist_mean,lm
tpi20,0.01434809708476617,0.011824890619040195,perm_r2,HYY,22,moist_mean,lm
tpi500,0.012841230250092822,0.01801984124232727,perm_r2,HYY,22,moist_mean,lm
wet_effect,0.2714451493021779,0.07483240840066567,perm_r2,HYY,22,moist_mean,lm
soil_type,0.4413794437390346,0.05027969353330598,perm_r2,HYY,22,moist_mean,lm
pisr_summer_10m,0.12928952415312142,0.1279346873933377,perm_rmse,HYY,22,moist_mean,lm
twi_luke,0.9820295046722782,0.3973926416891345,perm_rmse,HYY,22,moist_mean,lm
dtw_0_5ha,0.1886346935602079,0.18175660942113442,perm_rmse,HYY,22,moist_mean,lm
tpi20,0.06917593566204996,0.11898284195257998,perm_rmse,HYY,22,moist_mean,lm
tpi500,0.09933242024655886,0.20871997610272072,perm_rmse,HYY,22,moist_mean,lm
wet_effect,3.224927408851308,0.8269812150809513,perm_rmse,HYY,22,moist_mean,lm
soil_type,4.98884429270325,0.7153823551284983,perm_rmse,HYY,22,moist_mean,lm
soil_type,0.3776015989068323,0.06197272873970374,perm_r2,HYY,22,moist_mean,gam
pisr_summer_10m,0.007964742971883626,0.017599507620222783,perm_r2,HYY,22,moist_mean,gam
twi_luke,0.07639359374969856,0.04054204389341992,perm_r2,HYY,22,moist_mean,gam
dtw_0_5ha,-8.003188983219279e-4,0.0014251517561951097,perm_r2,HYY,22,moist_mean,gam
tpi20,0.01001191051190049,0.009276462098801229,perm_r2,HYY,22,moist_mean,gam
tpi500,0.0055940791335153065,0.017800505997743247,perm_r2,HYY,22,moist_mean,gam
wet_effect,0.20787151649977842,0.06227670493592142,perm_r2,HYY,22,moist_mean,gam
soil_type,3.7052356310840433,0.43647433882920994,perm_rmse,HYY,22,moist_mean,gam
pisr_summer_10m,0.14395569339653544,0.29784653940091393,perm_rmse,HYY,22,moist_mean,gam
twi_luke,0.9128500219803914,0.32196589346386084,perm_rmse,HYY,22,moist_mean,gam
dtw_0_5ha,0.0013017223802943788,0.013250227711812904,perm_rmse,HYY,22,moist_mean,gam
tpi20,0.092033082689065,0.0749689243576935,perm_rmse,HYY,22,moist_mean,gam
tpi500,0.1453180409383199,0.17657258825889724,perm_rmse,HYY,22,moist_mean,gam
wet_effect,2.4881720139577808,0.6235173152895122,perm_rmse,HYY,22,moist_mean,gam
pisr_summer_10m,0.01343648737805706,0.018584751482605258,perm_r2,HYY,23,moist_mean,lm
twi_luke,0.0507823808532903,0.021752471549797148,perm_r2,HYY,23,moist_mean,lm
dtw_0_5ha,0.029154135022292048,0.03487040056793285,perm_r2,HYY,23,moist_mean,lm
tpi20,0.002885304667452737,0.012167084627117604,perm_r2,HYY,23,moist_mean,lm
tpi500,0.0010073959022111445,0.014705700614874024,perm_r2,HYY,23,moist_mean,lm
wet_effect,0.2028402451862882,0.06483154686441576,perm_r2,HYY,23,moist_mean,lm
soil_type,0.39167549476488983,0.052609629828016966,perm_r2,HYY,23,moist_mean,lm
pisr_summer_10m,0.11233695785561437,0.18504934606792245,perm_rmse,HYY,23,moist_mean,lm
twi_luke,0.6971542910837843,0.3520663662366405,perm_rmse,HYY,23,moist_mean,lm
dtw_0_5ha,0.24832300988870362,0.2821052025069996,perm_rmse,HYY,23,moist_mean,lm
tpi20,0.03610303594538564,0.14310468884022992,perm_rmse,HYY,23,moist_mean,lm
