term,estimate,std.error,statistic,p.value,area,week,resp,pred,model
dtw_0_5ha,-1.1833261333649232,0.5580671692852243,-2.1204009095903893,0.040223499548268114,KAR,41,moist_mean,dtw_0_5ha,lm
(Intercept),18.140734828779653,3.159117574879775,5.742342410117492,1.0881505833399806e-6,KAR,41,moist_mean,swi,lm
swi,1.2687368054693122,0.3278827492248399,3.8694832481086037,3.93108805091505e-4,KAR,41,moist_mean,swi,lm
(Intercept),13.881494277232111,4.072157105521291,3.408879843660917,0.0015008742933869967,KAR,42,moist_mean,twi_luke,lm
twi_luke,2.348363883590329,0.5546002426639454,4.234336199187885,1.3042292231292446e-4,KAR,42,moist_mean,twi_luke,lm
(Intercept),33.93921788824664,2.461198810447307,13.789710016184513,8.674653322029447e-17,KAR,42,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.3153470212189282,0.5463981433299675,-2.4073050709921535,0.020776271365172724,KAR,42,moist_mean,dtw_0_5ha,lm
(Intercept),18.903471239300195,3.083640668387623,6.130244497386416,3.100251801741014e-7,KAR,42,moist_mean,swi,lm
swi,1.3166430834675615,0.3200490504095704,4.113879050047605,1.8840001000677544e-4,KAR,42,moist_mean,swi,lm
(Intercept),17.206835098002223,3.838976187723327,4.482141658765171,6.062638409528629e-5,KAR,43,moist_mean,twi_luke,lm
twi_luke,2.463979478809734,0.5228425795276167,4.712660321269006,2.944049968545673e-5,KAR,43,moist_mean,twi_luke,lm
(Intercept),38.60086670192494,2.3433733364682534,16.472350393856196,2.009522627170239e-19,KAR,43,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.4909327595192345,0.5202403132733913,-2.865853955334936,0.006599957289950801,KAR,43,moist_mean,dtw_0_5ha,lm
(Intercept),21.560541957390424,2.7835696298156622,7.745644918111223,1.7543177106746226e-9,KAR,43,moist_mean,swi,lm
swi,1.4920943631199537,0.28890487335453563,5.164656261401652,6.996392015760049e-6,KAR,43,moist_mean,swi,lm
(Intercept),17.62283871023185,3.769938504171219,4.6745692776508685,3.319184432257233e-5,KAR,44,moist_mean,twi_luke,lm
twi_luke,2.595932635386449,0.5134401141858346,5.055959913655825,9.904457975938652e-6,KAR,44,moist_mean,twi_luke,lm
(Intercept),40.33594762180662,2.320831445121956,17.379955664848822,3.0403422444410554e-20,KAR,44,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6258589917231143,0.5152359034197539,-3.1555622986128644,0.003039842222572028,KAR,44,moist_mean,dtw_0_5ha,lm
(Intercept),21.911842566344607,2.6693605284144004,8.208648600704468,4.130683423511855e-10,KAR,44,moist_mean,swi,lm
swi,1.6079929574287952,0.27705118533364287,5.803956245458205,8.915149487651182e-7,KAR,44,moist_mean,swi,lm
