term,estimate,std.error,statistic,p.value,area,week,resp,pred,model
(Intercept),6.860864991519924,3.441586043496646,1.9935183676388042,0.05202656189141314,PIS,31,moist_mean,swi,lm
swi,2.5753275867612886,0.4369396881755404,5.894011591198489,3.8928103448347137e-7,PIS,31,moist_mean,swi,lm
(Intercept),5.36077289154983,4.548067940284255,1.1786923506720484,0.24445370290166687,PIS,32,moist_mean,twi_luke,lm
twi_luke,2.7653952237409936,0.6276909758099896,4.405663503720843,6.069431494567146e-5,PIS,32,moist_mean,twi_luke,lm
(Intercept),32.46377209716549,2.1504782162656757,15.0960711211198,1.1926193042193839e-19,PIS,32,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6335045025219503,0.30509708866811897,-5.354048147928601,2.517583211662052e-6,PIS,32,moist_mean,dtw_0_5ha,lm
(Intercept),6.474881257496256,3.42661725185497,1.889584036265251,0.0649907266173524,PIS,32,moist_mean,swi,lm
swi,2.4755541009955726,0.43503926811641164,5.690415285300503,7.892561467439009e-7,PIS,32,moist_mean,swi,lm
(Intercept),0.297277296625858,4.652049195732821,0.06390244043389334,0.9493189235480078,PIS,33,moist_mean,twi_luke,lm
twi_luke,2.8200170299022016,0.6420417059563774,4.392264558112372,6.340300982607343e-5,PIS,33,moist_mean,twi_luke,lm
(Intercept),28.063951064583453,2.1801746220615734,12.872340949481458,5.0959381895300325e-17,PIS,33,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.690955975163709,0.3093102385078642,-5.466860661713002,1.7083633195105638e-6,PIS,33,moist_mean,dtw_0_5ha,lm
(Intercept),0.8820459343944709,3.431690798546945,0.25702954787417004,0.798277875124834,PIS,33,moist_mean,swi,lm
swi,2.601714418293157,0.43568339959576974,5.971571147092239,2.9718542317865963e-7,PIS,33,moist_mean,swi,lm
(Intercept),1.0560883127584433,4.646247066582321,0.2272992153934851,0.8211769268479429,PIS,34,moist_mean,twi_luke,lm
twi_luke,2.6503192237931334,0.6412409386512117,4.133109825096045,1.4616284236402342e-4,PIS,34,moist_mean,twi_luke,lm
(Intercept),27.22411414896535,2.1863771527846487,12.45170080298897,1.7167410391247738e-16,PIS,34,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6033786979305584,0.3101902167618504,-5.169017626244345,4.739640053893122e-6,PIS,34,moist_mean,dtw_0_5ha,lm
(Intercept),1.707138500276649,3.488672241955616,0.48933759948733174,0.6268787518793214,PIS,34,moist_mean,swi,lm
swi,2.430933516806167,0.44291769616720783,5.488454261011181,1.585906447589932e-6,PIS,34,moist_mean,swi,lm
(Intercept),6.972137560442475,4.741161955645235,1.470554607851109,0.14807513597345714,PIS,35,moist_mean,twi_luke,lm
twi_luke,2.3125505004648366,0.6543403954133007,3.5341704664346167,9.302716485260503e-4,PIS,35,moist_mean,twi_luke,lm
(Intercept),30.654699981453824,2.1578399496450706,14.206197260596653,1.2536006614915664e-18,PIS,35,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.5657539328275407,0.3061415277164273,-5.114477426524986,5.706257395810742e-6,PIS,35,moist_mean,dtw_0_5ha,lm
(Intercept),7.749013873097867,3.6782029348935783,2.1067390816276617,0.04050573629426872,PIS,35,moist_mean,swi,lm
swi,2.091864031805358,0.466980288479405,4.479555311888961,4.76689906347783e-5,PIS,35,moist_mean,swi,lm
(Intercept),3.6199888515178187,4.72233230542496,0.7665680044073175,0.447171770665707,PIS,36,moist_mean,twi_luke,lm
twi_luke,2.4375625781325523,0.6517416652104738,3.7400747999521626,4.993021280081296e-4,PIS,36,moist_mean,twi_luke,lm
(Intercept),28.186645716197678,2.1810462542866773,12.92345160530136,4.4034845201840435e-17,PIS,36,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.5726526986862062,0.30943390051581066,-5.082354247755898,6.364118105315005e-6,PIS,36,moist_mean,dtw_0_5ha,lm
(Intercept),4.178462938428863,3.6059368771090066,1.1587731790188376,0.252402521307228,PIS,36,moist_mean,swi,lm
swi,2.2414374829911914,0.45780547536853317,4.896047783585016,1.1944590844710407e-5,PIS,36,moist_mean,swi,lm
(Intercept),14.33810951344127,4.444031907756126,3.2263741150051386,0.0022851834541593487,PIS,37,moist_mean,twi_luke,lm
twi_luke,2.113184097895713,0.6133326857328849,3.4454124931734595,0.0012103626628826335,PIS,37,moist_mean,twi_luke,lm
(Intercept),35.9004023640139,2.0454711473072353,17.551165369052043,2.856006231448503e-22,PIS,37,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.4153476511974001,0.29019930882246875,-4.877157209437904,1.2727819015891625e-5,PIS,37,moist_mean,dtw_0_5ha,lm
(Intercept),14.672937777630825,3.4194651670236844,4.291003727463674,8.80585188446196e-5,PIS,37,moist_mean,swi,lm
swi,1.9640844339695813,0.43413124789652147,4.524171995188276,4.1173339227886585e-5,PIS,37,moist_mean,swi,lm
(Intercept),10.886732613438785,4.28013641626726,2.543548044885258,0.014322311291682245,PIS,38,moist_mean,twi_luke,lm
twi_luke,2.7775216853644324,0.5907130322153356,4.701981391790132,2.2864415334319705e-5,PIS,38,moist_mean,twi_luke,lm
(Intercept),38.01625831434095,2.019618094650731,18.82348866601703,1.5908578814066177e-23,PIS,38,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6225492068813492,0.28653143112018725,-5.662726774993008,8.686797706856167e-7,PIS,38,moist_mean,dtw_0_5ha,lm
(Intercept),12.121075389148501,3.197245544172607,3.791099313983165,4.26928240927957e-4,PIS,38,moist_mean,swi,lm
swi,2.470245030487602,0.4059185077564011,6.0855688599694,1.9974314859824725e-7,PIS,38,moist_mean,swi,lm
(Intercept),7.382014690766623,4.76525149012132,1.549134333428157,0.12805746753278122,PIS,39,moist_mean,twi_luke,lm
twi_luke,2.837269240490715,0.6576650562584412,4.314155379688836,8.170633468129507e-5,PIS,39,moist_mean,twi_luke,lm
(Intercept),35.71236899009698,2.1751111226925417,16.41864115240655,4.267276707097987e-21,PIS,39,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.7785866272275737,0.30859185926352706,-5.763556535393633,6.124803722597612e-7,PIS,39,moist_mean,dtw_0_5ha,lm
(Intercept),8.205639494289086,3.5623825775424978,2.3034133239978196,0.025726451927945763,PIS,39,moist_mean,swi,lm
swi,2.584660058938415,0.45227587307738737,5.714786511497514,7.25342391183867e-7,PIS,39,moist_mean,swi,lm
(Intercept),6.407203555396584,4.778853172764087,1.3407408270906678,0.18644908537549243,PIS,40,moist_mean,twi_luke,lm
twi_luke,2.8639128639385336,0.6595422607247763,4.342273474320443,7.459042590149472e-5,PIS,40,moist_mean,twi_luke,lm
(Intercept),35.06580189461352,2.167443403228845,16.178416397113725,7.703585234289578e-21,PIS,40,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.8074964811258056,0.30750400872525924,-5.877960708930859,4.116293169505575e-7,PIS,40,moist_mean,dtw_0_5ha,lm
(Intercept),7.25059006571681,3.569172227154441,2.031448639702494,0.04788541092988168,PIS,40,moist_mean,swi,lm
swi,2.607246062484836,0.4531378789510658,5.753758808511331,6.336572304115208e-7,PIS,40,moist_mean,swi,lm
(Intercept),12.004953701480634,4.54729784186532,2.6400192199761765,0.011214764247496333,PIS,41,moist_mean,twi_luke,lm
twi_luke,2.589694750156655,0.6275846924750883,4.126446647293667,1.4929889685983642e-4,PIS,41,moist_mean,twi_luke,lm
(Intercept),37.96422895039409,2.0788083340358816,18.262496031410848,5.577383221604748e-23,PIS,41,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6432064642657869,0.2949289910570359,-5.571532518307126,1.1907172133397953e-6,PIS,41,moist_mean,dtw_0_5ha,lm
(Intercept),12.737775060102363,3.4278719634362527,3.7159424844250735,5.375126709915022e-4,PIS,41,moist_mean,swi,lm
swi,2.3617813036275606,0.4351985648128031,5.426905083300218,1.960175242602144e-6,PIS,41,moist_mean,swi,lm
(Intercept),12.095355381930641,4.436724818884734,2.7261901234999444,0.008974960394889177,PIS,42,moist_mean,twi_luke,lm
twi_luke,2.620988757425731,0.6123242149263279,4.280393774303171,9.112805221989625e-5,PIS,42,moist_mean,twi_luke,lm
(Intercept),38.42192520985359,2.002072872485562,19.191072282075822,7.102301759751129e-24,PIS,42,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.673582383725329,0.2840422191104399,-5.8920198165140185,3.9198726986297093e-7,PIS,42,moist_mean,dtw_0_5ha,lm
(Intercept),13.021550290829913,3.3441187299047863,3.893866020480876,3.105979930922656e-4,PIS,42,moist_mean,swi,lm
swi,2.3644635401922436,0.42456535347348945,5.569139169854293,1.2006002134086633e-6,PIS,42,moist_mean,swi,lm
(Intercept),10.481235452000396,4.060919132795025,2.581000780674604,0.013032923280657794,PIS,43,moist_mean,twi_luke,lm
twi_luke,2.994478919211431,0.5604582707685436,5.342911462623561,2.615617358510466e-6,PIS,43,moist_mean,twi_luke,lm
(Intercept),39.39081758027694,1.9388374879988757,20.316719593106907,6.465599474982108e-25,PIS,43,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6827446350576318,0.27507075798994574,-6.117497357240492,1.7868908671552636e-7,PIS,43,moist_mean,dtw_0_5ha,lm
(Intercept),12.031559096360473,2.972948010473959,4.047012949426705,1.9210007431505656e-4,PIS,43,moist_mean,swi,lm
swi,2.632431462651483,0.37744195851596496,6.97440070786443,8.937864604787783e-9,PIS,43,moist_mean,swi,lm
(Intercept),8.853816219938215,4.383697522279202,2.0197142195465347,0.04913491588965733,PIS,44,moist_mean,twi_luke,lm
twi_luke,3.095315459884742,0.6050057764183904,5.116175052424927,5.673423858292035e-6,PIS,44,moist_mean,twi_luke,lm
(Intercept),38.41367505954195,2.1568928016944136,17.809728434053334,1.5684591905573378e-22,PIS,44,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.6759755603875182,0.3060071519854397,-5.476916305757663,1.6502138809238729e-6,PIS,44,moist_mean,dtw_0_5ha,lm
(Intercept),9.852211961297806,3.147893874826817,3.129778942067998,0.0030042166280518303,PIS,44,moist_mean,swi,lm
swi,2.80573732739349,0.3996528782639642,7.0204356830387855,7.610618150895963e-9,PIS,44,moist_mean,swi,lm
(Intercept),14.498192923987173,5.565660922818838,2.6049364352301003,0.012839510585859516,HYY,18,moist_mean,twi_luke,lm
twi_luke,2.814789559771422,0.634660181324008,4.435112903883929,7.017635107986588e-5,HYY,18,moist_mean,twi_luke,lm
(Intercept),46.615324887423135,2.2997883531106775,20.269397757568246,1.1966212867050868e-22,HYY,18,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-6.7758256172947435,1.1070009428253431,-6.120885136738134,3.19562893139365e-7,HYY,18,moist_mean,dtw_0_5ha,lm
(Intercept),15.598028056354853,3.9868678569943,3.9123514036189317,3.4591203701155244e-4,HYY,18,moist_mean,swi,lm
swi,2.008940826089329,0.3278552066784589,6.127524544881118,3.1276721773583873e-7,HYY,18,moist_mean,swi,lm
(Intercept),17.01482227894248,5.345989053231281,3.182726733916186,0.002677239072427501,HYY,19,moist_mean,twi_luke,lm
twi_luke,2.2578846391633216,0.5917627091960148,3.8155236956903655,4.207070545948394e-4,HYY,19,moist_mean,twi_luke,lm
(Intercept),43.93629076959726,2.3412813024546493,18.76591707435305,1.2733663024678513e-22,HYY,19,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-6.242227305850741,1.1589553740813305,-5.386080815060518,2.6692662672837435e-6,HYY,19,moist_mean,dtw_0_5ha,lm
(Intercept),15.200786186281228,4.069837787659647,3.734985760949065,5.367246732899894e-4,HYY,19,moist_mean,swi,lm
swi,1.8876327734306053,0.334079284879437,5.650253873453473,1.0993272515302698e-6,HYY,19,moist_mean,swi,lm
(Intercept),18.37011031918035,5.5344437155092745,3.319233379806799,0.0017719212436227176,HYY,20,moist_mean,twi_luke,lm
twi_luke,1.9701469575023918,0.6034084819059947,3.2650302681845993,0.0020702840722959213,HYY,20,moist_mean,twi_luke,lm
(Intercept),42.22078618984028,2.435675032555029,17.334326470288843,8.48442371377342e-22,HYY,20,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.734439460076278,1.2314697194568356,-4.656581781487544,2.7553101847509883e-5,HYY,20,moist_mean,dtw_0_5ha,lm
(Intercept),15.209291977624911,4.325043011959738,3.5165643290870685,9.952507051479522e-4,HYY,20,moist_mean,swi,lm
swi,1.7965975883943093,0.35304367523112307,5.088881955520521,6.519364543935729e-6,HYY,20,moist_mean,swi,lm
(Intercept),20.509208481495744,5.469180459660362,3.7499600959902084,4.934298401301119e-4,HYY,21,moist_mean,twi_luke,lm
twi_luke,1.3795720769674484,0.5760012679880927,2.3950851389375196,0.020744913634714524,HYY,21,moist_mean,twi_luke,lm
(Intercept),39.269445312241054,2.4804699768631946,15.831453586832462,3.058182325878567e-20,HYY,21,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.445982970063769,1.2541927144904341,-4.342221818978128,7.67951611471876e-5,HYY,21,moist_mean,dtw_0_5ha,lm
(Intercept),14.97871430016538,4.555338144868818,3.288167381610861,0.0019375242048521536,HYY,21,moist_mean,swi,lm
swi,1.581236864504555,0.37093847722241263,4.262800872923339,9.912678176135112e-5,HYY,21,moist_mean,swi,lm
(Intercept),17.367210640172612,5.536389395190429,3.1369200033617313,0.0029754739047543996,HYY,22,moist_mean,twi_luke,lm
twi_luke,1.4157474340768732,0.5830795555617034,2.428051919455533,0.01915009632533791,HYY,22,moist_mean,twi_luke,lm
(Intercept),36.66238142596981,2.4954777349737762,14.691528163987037,5.455176001203468e-19,HYY,22,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.62356519226346,1.2617810429357268,-4.456847108099972,5.298384573818181e-5,HYY,22,moist_mean,dtw_0_5ha,lm
(Intercept),11.895225639765458,4.616981597534039,2.576407418673442,0.013258569557602833,HYY,22,moist_mean,swi,lm
swi,1.6043697155076788,0.3759580669290792,4.2674166526404855,9.767141953948313e-5,HYY,22,moist_mean,swi,lm
(Intercept),17.24954420773717,5.2882800222062025,3.2618439521553326,0.00208922831240919,HYY,23,moist_mean,twi_luke,lm
twi_luke,1.347394011404971,0.5569492578886368,2.4192401593510793,0.01956517152595099,HYY,23,moist_mean,twi_luke,lm
(Intercept),35.649568132872375,2.3803243181773324,14.976769283342888,2.616430447281328e-19,HYY,23,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.381525797677499,1.203556360620717,-4.471353377171348,5.05414840670016e-5,HYY,23,moist_mean,dtw_0_5ha,lm
(Intercept),12.110394767822624,4.420856385467197,2.7393775576228756,0.008729926878891521,HYY,23,moist_mean,swi,lm
swi,1.5207271942176306,0.35998770749682846,4.224386451393006,1.1208708032506771e-4,HYY,23,moist_mean,swi,lm
(Intercept),14.60291017648894,5.038063530810913,2.898516481021528,0.005727219543535332,HYY,24,moist_mean,twi_luke,lm
twi_luke,1.357318228596323,0.5305970434429337,2.5580961020607424,0.01388339721905488,HYY,24,moist_mean,twi_luke,lm
(Intercept),33.04290466447451,2.2466859077466426,14.707398373106608,5.235373445119286e-19,HYY,24,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.343882458210211,1.1359851655239668,-4.704183311888034,2.3548204248750517e-5,HYY,24,moist_mean,dtw_0_5ha,lm
(Intercept),9.764058826919605,4.1900693854119595,2.330285713385537,0.024232258603914047,HYY,24,moist_mean,swi,lm
swi,1.5014732368430264,0.34119485927333304,4.400632647399262,6.358660063372601e-5,HYY,24,moist_mean,swi,lm
(Intercept),13.740553697608444,4.572875841606311,3.004794832300063,0.0042916123446923434,HYY,25,moist_mean,twi_luke,lm
twi_luke,1.410321445932921,0.48160456626821985,2.9283805526616855,0.005284094976025305,HYY,25,moist_mean,twi_luke,lm
(Intercept),32.29104506162967,2.0543687704173004,15.718232055810722,4.0452177523082827e-20,HYY,25,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.059552631381789,1.0387444189074153,-4.870834961215569,1.354184245597529e-5,HYY,25,moist_mean,dtw_0_5ha,lm
(Intercept),9.947765757071771,3.803382252653291,2.6155051205100603,0.012009540299412218,HYY,25,moist_mean,swi,lm
swi,1.4488760093558046,0.3097071559184086,4.678212891333731,2.56565037621107e-5,HYY,25,moist_mean,swi,lm
(Intercept),10.186320799551536,4.472787172183273,2.2773989477749623,0.02745805431988331,HYY,26,moist_mean,twi_luke,lm
twi_luke,1.320403841093456,0.47106346218066314,2.803027505001125,0.007386970911110235,HYY,26,moist_mean,twi_luke,lm
(Intercept),27.56349627829348,2.0311265014472166,13.570546324246157,1.074338562357839e-17,HYY,26,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.744577565306553,1.0269924990364199,-4.619875578213252,3.1091017119549746e-5,HYY,26,moist_mean,dtw_0_5ha,lm
(Intercept),6.7082284724728085,3.765691393876023,1.7814068575513393,0.08144898710697186,HYY,26,moist_mean,swi,lm
swi,1.349936535909727,0.3066380116934528,4.402378323726101,6.322813182033771e-5,HYY,26,moist_mean,swi,lm
(Intercept),22.200598885542448,3.872493983301435,5.732894352134195,7.266810830021402e-7,HYY,27,moist_mean,twi_luke,lm
twi_luke,1.006929694284266,0.40784199042435787,2.4689210967133617,0.01732704957769907,HYY,27,moist_mean,twi_luke,lm
(Intercept),35.200981446362164,1.8405374495205737,19.125381803848313,1.580944695523362e-23,HYY,27,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.414923013546002,0.9306255191424246,-3.669492124708624,6.298746886301357e-4,HYY,27,moist_mean,dtw_0_5ha,lm
(Intercept),19.39299423040948,3.3233135667627676,5.835439190681051,5.106791835260713e-7,HYY,27,moist_mean,swi,lm
swi,1.0434323504799117,0.270615448202488,3.855775261208161,3.567142740406402e-4,HYY,27,moist_mean,swi,lm
(Intercept),20.148591812088235,4.56408917861226,4.4145920519052035,6.077474340081868e-5,HYY,28,moist_mean,twi_luke,lm
twi_luke,1.234362745135232,0.480679175514836,2.567955526288727,0.013543708897169245,HYY,28,moist_mean,twi_luke,lm
(Intercept),36.34906890476556,2.120240653987647,17.143841118413597,1.3194473708274167e-21,HYY,28,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.399535809366294,1.0720510250079929,-4.103849263455993,1.6438854873440705e-4,HYY,28,moist_mean,dtw_0_5ha,lm
(Intercept),16.11241624487009,3.8303733973119014,4.206487089790657,1.1867593099495635e-4,HYY,28,moist_mean,swi,lm
swi,1.3326457471275386,0.3119050287831118,4.272601029636541,9.606160364409969e-5,HYY,28,moist_mean,swi,lm
(Intercept),15.98666194962085,4.620713146098375,3.4597823851323954,0.0011768321815942631,HYY,29,moist_mean,twi_luke,lm
twi_luke,1.2456148097752162,0.48664267906186354,2.5596086479231093,0.013830785733993755,HYY,29,moist_mean,twi_luke,lm
(Intercept),32.391586406710594,2.1397753927792147,15.13784414757629,1.7350056507479892e-19,HYY,29,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.485553093404161,1.0819283173358125,-4.145887506160836,1.4390207337959304e-4,HYY,29,moist_mean,dtw_0_5ha,lm
(Intercept),11.98731083622989,3.8881905203938887,3.083005005376004,0.0034585229161546048,HYY,29,moist_mean,swi,lm
swi,1.338163560660344,0.31661304274637175,4.22649537445715,1.1133463688177467e-4,HYY,29,moist_mean,swi,lm
(Intercept),15.393411635827727,4.511133122399913,3.412315978748697,0.0013524763271773772,HYY,30,moist_mean,twi_luke,lm
twi_luke,1.1621189198876671,0.4751019677867416,2.4460410578836123,0.0183273118282426,HYY,30,moist_mean,twi_luke,lm
(Intercept),30.7724295002434,2.097127500459486,14.673609255279464,5.714665619812221e-19,HYY,30,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.244521150756477,1.0603643893968748,-4.002889189036913,2.2583231556357956e-4,HYY,30,moist_mean,dtw_0_5ha,lm
(Intercept),11.727215900781783,3.8375084454467907,3.055945300836052,0.0037278761505843546,HYY,30,moist_mean,swi,lm
swi,1.2426034270428559,0.31248603151131665,3.976508713151407,2.452471941401503e-4,HYY,30,moist_mean,swi,lm
(Intercept),18.263419902691012,4.33614293225239,4.211904493933313,1.1987760302018574e-4,HYY,31,moist_mean,twi_luke,lm
twi_luke,1.0894062634818928,0.45321983279762035,2.4037038643195334,0.0204110005194849,HYY,31,moist_mean,twi_luke,lm
(Intercept),32.6200059142177,1.991794430138935,16.377195066230975,1.3994760860496106e-20,HYY,31,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.0672517304374045,1.0464399220959304,-3.886751302732262,3.311699164069602e-4,HYY,31,moist_mean,dtw_0_5ha,lm
(Intercept),15.259444382581268,3.7474124925868306,4.07199485318674,1.86312798466502e-4,HYY,31,moist_mean,swi,lm
swi,1.1218374656628558,0.3026221879142479,3.7070562254369257,5.726573170163381e-4,HYY,31,moist_mean,swi,lm
(Intercept),13.855016209594574,4.65571760032294,2.975914219675509,0.004687079497203556,HYY,32,moist_mean,twi_luke,lm
twi_luke,1.2172166365718908,0.4866222320940048,2.5013584589714166,0.016077899614818723,HYY,32,moist_mean,twi_luke,lm
(Intercept),30.122785655297363,2.0879377527201224,14.427051580466907,1.7183780111277376e-18,HYY,32,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.737684768100758,1.0969512647674147,-4.31895647534103,8.525060441975621e-5,HYY,32,moist_mean,dtw_0_5ha,lm
(Intercept),10.260042759367524,3.9743718279032976,2.5815507968664995,0.013164088496204344,HYY,32,moist_mean,swi,lm
swi,1.274716670369581,0.3209502825013535,3.971695118742278,2.5471558336890253e-4,HYY,32,moist_mean,swi,lm
(Intercept),8.705836241036982,4.7542127324875105,1.8311835693734078,0.0736986873972169,HYY,33,moist_mean,twi_luke,lm
twi_luke,1.3583882116797912,0.496917083538816,2.7336315386985133,0.008923826566416026,HYY,33,moist_mean,twi_luke,lm
(Intercept),26.464514697727115,2.1471234643664556,12.325567270318063,5.038967109352862e-16,HYY,33,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.949960733194077,1.1280459854610863,-4.388084171205832,6.830462537945235e-5,HYY,33,moist_mean,dtw_0_5ha,lm
(Intercept),5.247834877861332,4.043144090910895,1.297958905214043,0.20091511257473701,HYY,33,moist_mean,swi,lm
swi,1.3731858259531864,0.32650398461990693,4.2057245566290815,1.222489939799602e-4,HYY,33,moist_mean,swi,lm
(Intercept),7.762650727548615,4.523088152448523,1.716228042857487,0.0929979744459783,HYY,34,moist_mean,twi_luke,lm
twi_luke,1.3098225725939734,0.4727596133729794,2.7705889749101744,0.008104436818329808,HYY,34,moist_mean,twi_luke,lm
(Intercept),24.51376803746523,2.0935988733411524,11.708913464566384,2.9645166499512355e-15,HYY,34,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.455526254760765,1.0999254786380868,-4.0507528385264235,1.9911861908550858e-4,HYY,34,moist_mean,dtw_0_5ha,lm
(Intercept),4.614675633886215,3.8557496384026413,1.1968296872610176,0.2376402804949472,HYY,34,moist_mean,swi,lm
swi,1.307477498043015,0.3113709510045192,4.199099157532002,1.2484205887864418e-4,HYY,34,moist_mean,swi,lm
(Intercept),7.591710795007464,4.489702855874764,1.6909160892627295,0.09776882121645028,HYY,35,moist_mean,twi_luke,lm
twi_luke,1.3079355532695975,0.46927013464327383,2.787169812679117,0.007759926311867026,HYY,35,moist_mean,twi_luke,lm
(Intercept),24.21819019805396,2.0906562910355753,11.58401326028481,4.269991728260072e-15,HYY,35,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.363485784613152,1.0983795180951634,-3.9726576403941105,2.539559076656839e-4,HYY,35,moist_mean,dtw_0_5ha,lm
(Intercept),4.434353676695368,3.821500851360008,1.1603696686649319,0.2520175519258949,HYY,35,moist_mean,swi,lm
swi,1.3068343209245916,0.3086051911932484,4.234647887391669,1.1153020612506382e-4,HYY,35,moist_mean,swi,lm
(Intercept),5.105705355518915,4.501422426994873,1.1342426618084493,0.26269895365147355,HYY,36,moist_mean,twi_luke,lm
twi_luke,1.4200509417311287,0.47049508090231157,3.0182057143036793,0.004176496293904208,HYY,36,moist_mean,twi_luke,lm
(Intercept),23.02950216300427,2.0882157367341527,11.028315589183839,2.2188349936596203e-14,HYY,36,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.628566797763805,1.0970973107476545,-4.218920921982308,1.1723952448038091e-4,HYY,36,moist_mean,dtw_0_5ha,lm
(Intercept),1.8019809373656888,3.7813621442681145,0.47654280881221006,0.6359936262758412,HYY,36,moist_mean,swi,lm
swi,1.4077780951857242,0.3053637910580279,4.610167074190554,3.327113572931825e-5,HYY,36,moist_mean,swi,lm
(Intercept),12.08403537568508,3.968799912831777,3.0447580228510445,0.0038830854532305972,HYY,37,moist_mean,twi_luke,lm
twi_luke,1.2230229705277693,0.414824617408652,2.948289275038239,0.005051518521214063,HYY,37,moist_mean,twi_luke,lm
(Intercept),27.439259047245958,1.8598329549476857,14.75361482021797,7.454424904543141e-19,HYY,37,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.916766945140785,0.9771106008922544,-4.008519548927384,2.271649988113511e-4,HYY,37,moist_mean,dtw_0_5ha,lm
(Intercept),9.732151221809824,3.403855388589672,2.8591553138343433,0.006415828380466775,HYY,37,moist_mean,swi,lm
swi,1.1684702270620342,0.2748782438753214,4.250864712276123,1.0592699280596709e-4,HYY,37,moist_mean,swi,lm
(Intercept),16.392555342270608,3.7224594261904413,4.403689460504536,6.496131064920663e-5,HYY,38,moist_mean,twi_luke,lm
twi_luke,1.0897395352059571,0.3890767590213187,2.8008343082405673,0.007486256444122764,HYY,38,moist_mean,twi_luke,lm
(Intercept),30.243733901130955,1.7323199080073692,17.458515463185623,1.1556121892848953e-21,HYY,38,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.634191598622658,0.9101183747431272,-3.993097710666897,2.3833217922713794e-4,HYY,38,moist_mean,dtw_0_5ha,lm
(Intercept),14.294180530939208,3.2193808296531805,4.440040270873794,5.7781724909610354e-5,HYY,38,moist_mean,swi,lm
swi,1.0413810811534017,0.2599810061812291,4.005604472610855,2.2923621421338852e-4,HYY,38,moist_mean,swi,lm
(Intercept),11.255105457870366,4.2333164757615585,2.658696915837272,0.010824603375970264,HYY,39,moist_mean,twi_luke,lm
twi_luke,1.2504838887493535,0.4424722651675702,2.8261294259331224,0.007003115968554504,HYY,39,moist_mean,twi_luke,lm
(Intercept),27.377390967553847,1.9331038858410887,14.162400255919,3.4120839931902517e-18,HYY,39,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.364462125702933,1.015605350177521,-4.297399698554221,9.132896297308744e-5,HYY,39,moist_mean,dtw_0_5ha,lm
(Intercept),7.918262375484394,3.559346167623025,2.2246395833907626,0.03116419164951713,HYY,39,moist_mean,swi,lm
swi,1.2777904237587634,0.2874348972580618,4.445495087576478,5.6773612835288206e-5,HYY,39,moist_mean,swi,lm
(Intercept),9.788685864049501,4.443480706490059,2.202932005477675,0.0327621802847629,HYY,40,moist_mean,twi_luke,lm
twi_luke,1.285144233413036,0.46443892978149115,2.7670898174226473,0.008178925936394698,HYY,40,moist_mean,twi_luke,lm
(Intercept),26.614588224040578,1.9972440585881508,13.32565647628182,3.1535675801884647e-17,HYY,40,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.70415993606605,1.0493030231687912,-4.4831281643123,5.027264440047221e-5,HYY,40,moist_mean,dtw_0_5ha,lm
(Intercept),6.127359877936873,3.728244247459661,1.6434974404136515,0.10724998178683819,HYY,40,moist_mean,swi,lm
swi,1.333885624384347,0.3010742568310442,4.43042071555421,5.960236724242692e-5,HYY,40,moist_mean,swi,lm
(Intercept),17.950157207234355,3.9922268103922454,4.496276905036543,4.817776273591825e-5,HYY,41,moist_mean,twi_luke,lm
