fit_area,week,resp,pred_area,model,loocv_R2,loocv_rmse
KIL,33,moist_mean,VAR,lm,0.4124023870092123,12.804109394553237
KIL,33,moist_mean,TII,lm,0.46413510813700704,11.113916946607898
KIL,33,moist_mean,PIS,lm,0.20666944276495647,15.125002979786426
KIL,33,moist_mean,HYY,lm,0.4415069288389161,22.355305229706815
KIL,33,moist_mean,KAR,lm,0.1579012260831762,15.969996456984727
KIL,33,moist_mean,KIL,lm,0.446557211690666,9.382590594336136
KIL,33,moist_mean,VAR,gam,0.3549814059689271,13.391341842701912
KIL,33,moist_mean,TII,gam,0.4618539718464418,11.053729916834552
KIL,33,moist_mean,PIS,gam,0.18544454215879957,15.29389378160839
KIL,33,moist_mean,HYY,gam,0.44037951215504056,23.32530588625941
KIL,33,moist_mean,KAR,gam,0.13563612775354433,16.68790150578807
KIL,33,moist_mean,KIL,gam,0.44856910715950044,9.369595518200866
KIL,34,moist_mean,VAR,lm,0.39662844557855326,13.30177754039494
KIL,34,moist_mean,TII,lm,0.46153401852952974,10.752593519418475
KIL,34,moist_mean,PIS,lm,0.16520335370769654,16.301747841054247
KIL,34,moist_mean,HYY,lm,0.42893493456189224,23.99883510137756
KIL,34,moist_mean,KAR,lm,0.12254752267304396,14.315021832326535
KIL,34,moist_mean,KIL,lm,0.4397827714654215,9.19818344961927
KIL,34,moist_mean,VAR,gam,0.3300276499000881,13.881000592556656
KIL,34,moist_mean,TII,gam,0.4572066902745197,10.908807089974554
KIL,34,moist_mean,PIS,gam,0.16025465175877254,16.101271433928108
KIL,34,moist_mean,HYY,gam,0.4324575464106436,24.969071863815934
KIL,34,moist_mean,KAR,gam,0.12617880079621893,14.74030162152985
KIL,34,moist_mean,KIL,gam,0.44533556628009013,9.154986224317733
KIL,35,moist_mean,VAR,lm,0.4174275917466832,13.169456573559653
KIL,35,moist_mean,TII,lm,0.4692199061800202,10.651495138869539
KIL,35,moist_mean,PIS,lm,0.12420917327727164,14.71558502198031
KIL,35,moist_mean,HYY,lm,0.42177085371061385,25.148423169155862
KIL,35,moist_mean,KAR,lm,0.08872603130207292,12.32460424189099
KIL,35,moist_mean,KIL,lm,0.49626795475877267,9.210271575406788
KIL,35,moist_mean,VAR,gam,0.3868104094238885,13.528145064319169
KIL,35,moist_mean,TII,gam,0.4658667342727093,10.743157966923562
KIL,35,moist_mean,PIS,gam,0.136150021814237,14.478721171790045
KIL,35,moist_mean,HYY,gam,0.4226781805540223,25.830278947905317
KIL,35,moist_mean,KAR,gam,0.09234192244516776,12.437031808436373
KIL,35,moist_mean,KIL,gam,0.48868619136703595,9.28420872026698
KIL,36,moist_mean,VAR,lm,0.38490054502124477,14.684417677974272
KIL,36,moist_mean,TII,lm,0.46601337405157445,10.905978661829186
KIL,36,moist_mean,PIS,lm,0.1479441042519266,15.941104370645148
KIL,36,moist_mean,HYY,lm,0.45211524893267724,26.53076162121217
KIL,36,moist_mean,KAR,lm,0.09778540043100371,11.328134894265379
KIL,36,moist_mean,KIL,lm,0.49349159318804686,9.011405206865765
KIL,36,moist_mean,VAR,gam,0.34706882241549375,15.115607188656861
KIL,36,moist_mean,TII,gam,0.45887531272352944,11.149963552859358
KIL,36,moist_mean,PIS,gam,0.16667823195757658,15.561896186674517
KIL,36,moist_mean,HYY,gam,0.450870424559122,27.35712939418761
KIL,36,moist_mean,KAR,gam,0.09560576974109725,11.505730937974617
KIL,36,moist_mean,KIL,gam,0.497135011833381,8.98065916649411
KIL,37,moist_mean,VAR,lm,0.3833807762134842,14.77823719899129
KIL,37,moist_mean,TII,lm,0.46413054548632354,10.371525631514897
KIL,37,moist_mean,PIS,lm,0.1292160758642861,12.53711774049586
KIL,37,moist_mean,HYY,lm,0.39341040378200237,21.94414011942794
KIL,37,moist_mean,KAR,lm,0.07899023470146534,10.889435308357058
KIL,37,moist_mean,KIL,lm,0.49017730094672424,9.109570701446787
KIL,37,moist_mean,VAR,gam,0.35226685820370346,15.145635844518681
KIL,37,moist_mean,TII,gam,0.4601561095340304,10.256700782745346
KIL,37,moist_mean,PIS,gam,0.14321897528787572,12.45657754061561
KIL,37,moist_mean,HYY,gam,0.3922225026110256,22.627161207572087
KIL,37,moist_mean,KAR,gam,0.07570509404844881,10.938002378948447
KIL,37,moist_mean,KIL,gam,0.4913083198880417,9.101471184950269
KIL,38,moist_mean,VAR,lm,0.350752416951575,13.787220727416011
KIL,38,moist_mean,TII,lm,0.4437116077722733,11.150336299034015
KIL,38,moist_mean,PIS,lm,0.1868947222614718,12.036890050919826
KIL,38,moist_mean,HYY,lm,0.3566012588006898,19.606061940304638
KIL,38,moist_mean,KAR,lm,0.058968508294194213,11.63284255761839
KIL,38,moist_mean,KIL,lm,0.48396660682183285,8.94700386368907
KIL,38,moist_mean,VAR,gam,0.315713224693278,14.177628866028103
KIL,38,moist_mean,TII,gam,0.4381638935230602,10.991609958429592
KIL,38,moist_mean,PIS,gam,0.20671218474037087,11.891316792215646
KIL,38,moist_mean,HYY,gam,0.3562366109413447,20.304778088306016
KIL,38,moist_mean,KAR,gam,0.057772099934884864,11.823880738627135
KIL,38,moist_mean,KIL,gam,0.48638861338252004,8.9280006622689
KIL,39,moist_mean,VAR,lm,0.3416410741562633,13.494658603630658
KIL,39,moist_mean,TII,lm,0.45788357508449085,11.04596763136202
KIL,39,moist_mean,PIS,lm,0.15064608100588908,13.905832288617182
KIL,39,moist_mean,HYY,lm,0.4223118023161994,23.523869543098318
KIL,39,moist_mean,KAR,lm,0.12351315791444521,14.516522215036343
KIL,39,moist_mean,KIL,lm,0.5051946183260475,9.102443620706957
KIL,39,moist_mean,VAR,gam,0.29514705202694147,13.986574095047972
KIL,39,moist_mean,TII,gam,0.45308949758178885,10.975075500078932
KIL,39,moist_mean,PIS,gam,0.16189319167638858,13.742295000087347
KIL,39,moist_mean,HYY,gam,0.4220831796391737,24.410511029117835
KIL,39,moist_mean,KAR,gam,0.13796299757995498,14.79498366146888
KIL,39,moist_mean,KIL,gam,0.5062703306254278,9.095722477300319
KIL,40,moist_mean,VAR,lm,0.3367897835324946,13.110781282859262
KIL,40,moist_mean,TII,lm,0.4367761091130692,11.522741564415007
KIL,40,moist_mean,PIS,lm,0.15745720264366794,13.603615499057279
KIL,40,moist_mean,HYY,lm,0.44422381860062793,22.948666666094134
KIL,40,moist_mean,KAR,lm,0.09985871348468914,14.026481170190161
KIL,40,moist_mean,KIL,lm,0.48835300896438827,9.193257977170083
KIL,40,moist_mean,VAR,gam,0.30574201540114965,13.479117314782801
KIL,40,moist_mean,TII,gam,0.43192548854110807,11.44652042847572
KIL,40,moist_mean,PIS,gam,0.17836142925276574,13.343187564740575
KIL,40,moist_mean,HYY,gam,0.4425216289711433,23.69803885782947
KIL,40,moist_mean,KAR,gam,0.11528212449048889,14.15858687418639
KIL,40,moist_mean,KIL,gam,0.48977307847047735,9.182692723057238
KIL,41,moist_mean,VAR,lm,0.30299582936481273,12.462563370346158
KIL,41,moist_mean,TII,lm,0.4154229411290259,11.409711162612101
KIL,41,moist_mean,PIS,lm,0.13084303457353005,12.881149591692347
KIL,41,moist_mean,HYY,lm,0.33256678763451153,18.819566593281987
KIL,41,moist_mean,KAR,lm,0.09425570506004795,11.695257241287132
KIL,41,moist_mean,KIL,lm,0.46516484762836696,9.17213725368487
KIL,41,moist_mean,VAR,gam,0.2700693578087129,12.836071734008344
KIL,41,moist_mean,TII,gam,0.4098455203509587,11.247322831079455
KIL,41,moist_mean,PIS,gam,0.14981832945435675,12.734869856038715
KIL,41,moist_mean,HYY,gam,0.32937993056631826,19.52636867727138
KIL,41,moist_mean,KAR,gam,0.11221606526228903,11.574387948951623
KIL,41,moist_mean,KIL,gam,0.46682542811398553,9.160215062412274
VAR,23,moist_mean,KIL,lm,NA,NA
VAR,23,moist_mean,TII,lm,0.3106803804508898,15.59598820523466
VAR,23,moist_mean,PIS,lm,0.2808018954322114,16.117027635582794
VAR,23,moist_mean,HYY,lm,0.28544871526283255,20.4922025618086
VAR,23,moist_mean,KAR,lm,0.3125937789161521,13.7543679282488
VAR,23,moist_mean,VAR,lm,0.6013537503814327,9.24025383987957
VAR,23,moist_mean,KIL,gam,NA,NA
VAR,23,moist_mean,TII,gam,0.3108427431860911,14.250413143318374
VAR,23,moist_mean,PIS,gam,0.25485147478418896,15.995612261636134
VAR,23,moist_mean,HYY,gam,0.29254600478314075,20.15829006016311
VAR,23,moist_mean,KAR,gam,0.24830824299719043,13.919344209741906
VAR,23,moist_mean,VAR,gam,0.6017454806938217,9.226777502425383
VAR,24,moist_mean,KIL,lm,0.27951912905367016,13.397186724907298
VAR,24,moist_mean,TII,lm,0.2616429571351059,16.19788804099999
VAR,24,moist_mean,PIS,lm,0.2880527125094432,14.526015950416118
VAR,24,moist_mean,HYY,lm,0.3613953484524647,19.65311679642299
VAR,24,moist_mean,KAR,lm,0.21002576541230344,14.034624599391263
VAR,24,moist_mean,VAR,lm,0.521190106675813,11.0181896660429
VAR,24,moist_mean,KIL,gam,0.2795170982001037,13.397171199978871
VAR,24,moist_mean,TII,gam,0.261644173284141,16.19786299686378
VAR,24,moist_mean,PIS,gam,0.28804827875996103,14.526082056644007
VAR,24,moist_mean,HYY,gam,0.3613971711501553,19.65308192550049
VAR,24,moist_mean,KAR,gam,0.21002654813943442,14.034581383257748
VAR,24,moist_mean,VAR,gam,0.491113052240981,11.440742506063716
VAR,25,moist_mean,KIL,lm,0.28049345892527355,15.28683172719504
VAR,25,moist_mean,TII,lm,0.2774715549630555,16.215778641101295
VAR,25,moist_mean,PIS,lm,0.33417896605139485,12.83660436375762
VAR,25,moist_mean,HYY,lm,0.3849578715460818,17.62095855257225
VAR,25,moist_mean,KAR,lm,0.23457402984934558,14.628687649522785
VAR,25,moist_mean,VAR,lm,0.5707595698936401,11.820514325676395
VAR,25,moist_mean,KIL,gam,0.28030347881311324,15.281719840884922
VAR,25,moist_mean,TII,gam,0.277188642153815,16.221139960612536
VAR,25,moist_mean,PIS,gam,0.3336362904185806,12.840536808583837
VAR,25,moist_mean,HYY,gam,0.38505678603241617,17.622647670397075
VAR,25,moist_mean,KAR,gam,0.23368861293028162,14.633021828681347
VAR,25,moist_mean,VAR,gam,0.5417557078585246,12.283203728407573
VAR,26,moist_mean,KIL,lm,0.3160264625690527,15.228426896778045
VAR,26,moist_mean,TII,lm,0.2582334009083723,15.105860923682329
VAR,26,moist_mean,PIS,lm,0.335938199124663,12.998517300561874
VAR,26,moist_mean,HYY,lm,0.36800435843899915,20.007323368522826
VAR,26,moist_mean,KAR,lm,0.23033335804077248,14.530368857332382
VAR,26,moist_mean,VAR,lm,0.5931987657604811,12.225920209130617
VAR,26,moist_mean,KIL,gam,0.3159117854395544,15.225381073358811
VAR,26,moist_mean,TII,gam,0.25810658288876137,15.108529271470578
VAR,26,moist_mean,PIS,gam,0.3357064085460662,12.999290143603702
VAR,26,moist_mean,HYY,gam,0.36809032562745375,20.00804621006054
VAR,26,moist_mean,KAR,gam,0.22985812922356066,14.53101921208774
VAR,26,moist_mean,VAR,gam,0.5668415556612093,12.677287593545717
VAR,27,moist_mean,KIL,lm,0.22857370681156408,11.919644603184038
VAR,27,moist_mean,TII,lm,0.3119660370262245,11.931654895833162
VAR,27,moist_mean,PIS,lm,0.10850048112539741,14.417225436260326
VAR,27,moist_mean,HYY,lm,0.2761521892945057,15.624986915950831
VAR,27,moist_mean,KAR,lm,0.126396204873318,12.973313710619308
VAR,27,moist_mean,VAR,lm,0.45833475523070993,10.923218269763359
VAR,27,moist_mean,KIL,gam,0.2216938410759167,11.93012249024986
VAR,27,moist_mean,TII,gam,0.3100971867881083,11.902814856976258
VAR,27,moist_mean,PIS,gam,0.08115160978198557,14.809554803484843
VAR,27,moist_mean,HYY,gam,0.2837869370996517,15.383605457223261
VAR,27,moist_mean,KAR,gam,0.1058932458313369,13.046690821708435
VAR,27,moist_mean,VAR,gam,0.42959064434031446,11.277849540262292
VAR,28,moist_mean,KIL,lm,0.25661922719758407,11.806260089468447
VAR,28,moist_mean,TII,lm,0.3558875999418608,12.245296858021332
VAR,28,moist_mean,PIS,lm,0.1256283559897484,14.100093347060184
VAR,28,moist_mean,HYY,lm,0.3373065875591938,15.493267925677603
VAR,28,moist_mean,KAR,lm,0.12419744024265975,12.925652456748512
VAR,28,moist_mean,VAR,lm,0.44075429958684337,11.00407139903341
VAR,28,moist_mean,KIL,gam,0.25241982868118523,11.811757866099517
VAR,28,moist_mean,TII,gam,0.3536521974792955,12.237365077651026
VAR,28,moist_mean,PIS,gam,0.10269616695033729,14.385415323992436
VAR,28,moist_mean,HYY,gam,0.3463348397743393,15.297103857230917
VAR,28,moist_mean,KAR,gam,0.10514564342994416,12.94859965886604
VAR,28,moist_mean,VAR,gam,0.417220721803335,11.313457049072303
VAR,29,moist_mean,KIL,lm,0.2697497983221658,13.670540075233479
VAR,29,moist_mean,TII,lm,0.3851977742711838,11.51340560902515
VAR,29,moist_mean,PIS,lm,0.1574416398106499,13.263423917683397
VAR,29,moist_mean,HYY,lm,0.3393211681162813,16.078548442345085
VAR,29,moist_mean,KAR,lm,0.11176004533010583,14.759083844358731
VAR,29,moist_mean,VAR,lm,0.446984823690178,12.539566224004782
VAR,29,moist_mean,KIL,gam,0.25434987112852625,13.70352927954857
VAR,29,moist_mean,TII,gam,0.3728113521719163,11.635474860656677
VAR,29,moist_mean,PIS,gam,0.13589349557917546,13.59077289493862
VAR,29,moist_mean,HYY,gam,0.35278545332347144,16.092498919387683
VAR,29,moist_mean,KAR,gam,0.08104668108647922,14.525036689028795
VAR,29,moist_mean,VAR,gam,0.4195974343299066,12.997628856341663
VAR,30,moist_mean,KIL,lm,0.2099497699258672,14.945333530828314
VAR,30,moist_mean,TII,lm,0.3658557634223023,11.350217249993984
