fit_area,week,resp,pred_area,model,loocv_R2,loocv_rmse
KIL,28,moist_mean,PIS,gam,0.22573063702203075,12.10249309290189
KIL,28,moist_mean,HYY,gam,0.42807499092122725,14.234014790174163
KIL,28,moist_mean,KAR,gam,0.19204243941175828,11.40051979779903
KIL,28,moist_mean,KIL,gam,0.32890620919903124,10.62824892238518
KIL,29,moist_mean,VAR,lm,0.44115027148671804,13.402698691523419
KIL,29,moist_mean,TII,lm,0.41690774436332473,11.239296290859581
KIL,29,moist_mean,PIS,lm,0.2375097803066054,12.938328913332345
KIL,29,moist_mean,HYY,lm,0.4359082269911354,17.266073768118805
KIL,29,moist_mean,KAR,lm,0.15779179150291206,12.387397930714023
KIL,29,moist_mean,KIL,lm,0.3631132432463199,10.18368438834288
KIL,29,moist_mean,VAR,gam,0.40161321241075154,13.82077787174902
KIL,29,moist_mean,TII,gam,0.423521867084439,11.248411885953926
KIL,29,moist_mean,PIS,gam,0.2303559433053369,12.990300204496569
KIL,29,moist_mean,HYY,gam,0.44446991405410086,17.791662147236067
KIL,29,moist_mean,KAR,gam,0.1567645548115918,12.529618544831784
KIL,29,moist_mean,KIL,gam,0.3435800778737804,10.356306034569705
KIL,30,moist_mean,VAR,lm,0.4126888605492698,13.66948749509749
KIL,30,moist_mean,TII,lm,0.4484729372837345,10.571690373605124
KIL,30,moist_mean,PIS,lm,0.21425505729886984,12.718312327378463
KIL,30,moist_mean,HYY,lm,0.414799403024967,20.353512456051874
KIL,30,moist_mean,KAR,lm,0.1813591702997545,15.58460028734797
KIL,30,moist_mean,KIL,lm,0.31993606930815577,11.027430926659234
KIL,30,moist_mean,VAR,gam,0.3757330504492348,13.959289467690049
KIL,30,moist_mean,TII,gam,0.4466845593723794,10.58697215906132
KIL,30,moist_mean,PIS,gam,0.21963691025024817,12.597407555636678
KIL,30,moist_mean,HYY,gam,0.4159524281799989,20.835239409445915
KIL,30,moist_mean,KAR,gam,0.18569085246824857,15.815836809364557
KIL,30,moist_mean,KIL,gam,0.30181408301041446,11.187305436605378
KIL,31,moist_mean,VAR,lm,0.4254269319805958,13.605772925270722
KIL,31,moist_mean,TII,lm,0.46395589130157927,11.345653374856807
KIL,31,moist_mean,PIS,lm,0.24868354008580545,12.173444141517738
KIL,31,moist_mean,HYY,lm,0.34792564886846844,17.83198174914152
KIL,31,moist_mean,KAR,lm,0.20435698233912544,12.993547968982456
KIL,31,moist_mean,KIL,lm,0.428049991952194,10.37188427508561
KIL,31,moist_mean,VAR,gam,0.3711531164449179,14.10948295335106
KIL,31,moist_mean,TII,gam,0.461460058763616,11.080403286041834
KIL,31,moist_mean,PIS,gam,0.24608206480068112,12.192313828579762
KIL,31,moist_mean,HYY,gam,0.3497150070486699,18.462047951391337
KIL,31,moist_mean,KAR,gam,0.20269346518327985,13.286185789591391
KIL,31,moist_mean,KIL,gam,0.4276829948497794,10.378032423859947
KIL,32,moist_mean,VAR,lm,0.4289563472541101,14.364650117697302
KIL,32,moist_mean,TII,lm,0.4685421476199366,11.348132366659723
KIL,32,moist_mean,PIS,lm,0.20945262284232122,12.534988714445639
KIL,32,moist_mean,HYY,lm,0.3998292340831739,19.49547617416997
KIL,32,moist_mean,KAR,lm,0.19748936515935747,13.970269522686824
KIL,32,moist_mean,KIL,lm,0.4383552115670151,9.971122743450085
KIL,32,moist_mean,VAR,gam,0.3636935865722781,14.953624322659536
KIL,32,moist_mean,TII,gam,0.46635385086562436,11.092251096546416
KIL,32,moist_mean,PIS,gam,0.20276057095187225,12.58467024582402
KIL,32,moist_mean,HYY,gam,0.40199323734037806,20.256863530094233
KIL,32,moist_mean,KAR,gam,0.19563279942830913,14.344150409098534
KIL,32,moist_mean,KIL,gam,0.43997420610631516,9.959723983173282
