term,estimate,std.error,statistic,p.value,area,week,resp,model,edf,ref.df
(Intercept),32.13153310080472,1.7166138644076274,18.717973661416703,1.2365511840622957e-43,KIL,24,moist_mean,lm,NA,NA
pisr_summer_10m,0.3743663236252361,0.8425773683384067,0.44431091754042734,0.6573667646919517,KIL,24,moist_mean,lm,NA,NA
twi_luke,2.697933361054048,1.1947709243315345,2.2581176911076253,0.025173458545448016,KIL,24,moist_mean,lm,NA,NA
dtw_0_5ha,-2.380798815512847,0.9722380994398057,-2.4487816481216282,0.01531985013019987,KIL,24,moist_mean,lm,NA,NA
tpi20,-1.3709949746619061,0.9130096640796839,-1.5016215365517216,0.1349970791959096,KIL,24,moist_mean,lm,NA,NA
tpi500,0.6827189138937058,1.0007965679580055,0.6821755147369304,0.4960298951102501,KIL,24,moist_mean,lm,NA,NA
wet_effect,2.68536612236643,1.3389252786034747,2.005613132621799,0.04643825521469079,KIL,24,moist_mean,lm,NA,NA
soil_typesilt,3.510807368303485,1.908295570622224,1.8397607909128781,0.06749743302367885,KIL,24,moist_mean,lm,NA,NA
soil_typepeat,16.471121726045894,3.945389791623913,4.174776789105651,4.694920894551716e-5,KIL,24,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,3.3354480123639605,0.04544654708302359,KIL,24,moist_mean,gam,1.8640733643780671,1.9807302100509998
s(twi_luke),NA,NA,5.254352874055286,0.008081759853237669,KIL,24,moist_mean,gam,1.844049726340565,1.9749216496768462
s(dtw_0_5ha),NA,NA,4.521410083862741,0.03485664008268341,KIL,24,moist_mean,gam,1.0002514623301484,1.0005000204039665
s(tpi20),NA,NA,1.4055343154302666,0.23732748431644657,KIL,24,moist_mean,gam,1.0003579799748654,1.0007155091027535
s(tpi500),NA,NA,2.386934992078739,0.15711065789579098,KIL,24,moist_mean,gam,1.6785144868199184,1.8961827811935266
s(wet_effect),NA,NA,8.48872601774564,0.004044104656509007,KIL,24,moist_mean,gam,1.000288602205256,1.0005762995646215
(Intercept),29.406344523325593,1.6026274922443804,18.348833191513414,5.038327385224465e-46,KIL,25,moist_mean,lm,NA,NA
pisr_summer_10m,-0.4700336575804336,0.7775136461457594,-0.6045342868391497,0.5461200452813971,KIL,25,moist_mean,lm,NA,NA
twi_luke,3.1801056444766544,1.0282044593733353,3.092872838165717,0.0022426041763802486,KIL,25,moist_mean,lm,NA,NA
dtw_0_5ha,-2.196741394306551,0.8967691726520133,-2.449617428094827,0.015093119084117862,KIL,25,moist_mean,lm,NA,NA
tpi20,-0.9784891564271687,0.8239120046978174,-1.187613666080815,0.23628396696913329,KIL,25,moist_mean,lm,NA,NA
tpi500,1.1509869758604956,0.913469280287145,1.260017168282537,0.20901653103298232,KIL,25,moist_mean,lm,NA,NA
wet_effect,2.5131798626944932,1.2040811542467829,2.087218003396641,0.03803592772119301,KIL,25,moist_mean,lm,NA,NA
soil_typesilt,2.992253962262167,1.780588481859169,1.6804859700866197,0.09430168001011034,KIL,25,moist_mean,lm,NA,NA
soil_typepeat,16.45960659803166,3.4879746475443354,4.718958209636024,4.246608195140094e-6,KIL,25,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.4755492345314993,0.4541789796560484,KIL,25,moist_mean,gam,1.229051139283553,1.4047306380923197
s(twi_luke),NA,NA,6.23290636692386,0.0027600711348792495,KIL,25,moist_mean,gam,1.7171409301199112,1.9190809778848168
s(dtw_0_5ha),NA,NA,4.123248793278776,0.04345850647459604,KIL,25,moist_mean,gam,1.0003054529681226,1.0006094567664683
s(tpi20),NA,NA,0.9416805557807999,0.3329382168680773,KIL,25,moist_mean,gam,1.0002215968655535,1.0004427642384692
s(tpi500),NA,NA,2.651860440147526,0.10488996916955312,KIL,25,moist_mean,gam,1.0003076248824088,1.0006145714931185
s(wet_effect),NA,NA,5.925056390225736,0.01573552458374483,KIL,25,moist_mean,gam,1.000224928483297,1.0004490262602415
(Intercept),26.508408372537268,1.4700306328164316,18.032555091556024,1.0483700430035725e-45,KIL,26,moist_mean,lm,NA,NA
pisr_summer_10m,-1.0714026038419378,0.7316238899431983,-1.4644171938195172,0.1444635010097641,KIL,26,moist_mean,lm,NA,NA
twi_luke,3.2567258768028315,0.9593309209022748,3.3947888114977043,8.105351216411991e-4,KIL,26,moist_mean,lm,NA,NA
dtw_0_5ha,-1.822200116020244,0.8466039604199461,-2.1523642709117103,0.03242357668490588,KIL,26,moist_mean,lm,NA,NA
tpi20,-0.6120272195176473,0.7819550491058539,-0.7826884936896119,0.43462579578379623,KIL,26,moist_mean,lm,NA,NA
tpi500,0.8391217108763526,0.8575751862791423,0.9784817987996413,0.32887773002152254,KIL,26,moist_mean,lm,NA,NA
wet_effect,3.350071047017838,1.109288573957782,3.020017627212427,0.002816883336690548,KIL,26,moist_mean,lm,NA,NA
soil_typesilt,3.0453716148886687,1.6482319087023152,1.8476596641587582,0.06595265267696905,KIL,26,moist_mean,lm,NA,NA
soil_typepeat,17.062223240991205,3.2634514606870355,5.228275476602062,3.8781302690414165e-7,KIL,26,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,3.5353564940143074,0.06030926036173506,KIL,26,moist_mean,gam,1.0049314604324473,1.0098232455998928
s(twi_luke),NA,NA,8.5743104496956,2.9800980459882e-4,KIL,26,moist_mean,gam,1.8348969585658532,1.9723867304621368
s(dtw_0_5ha),NA,NA,1.2097743371441314,0.2056909429549042,KIL,26,moist_mean,gam,1.1533164367385746,1.2827816649804893
s(tpi20),NA,NA,0.23438140361378057,0.628995200391286,KIL,26,moist_mean,gam,1.0002773680301709,1.0005486811185824
s(tpi500),NA,NA,2.191356882397523,0.1402135671973701,KIL,26,moist_mean,gam,1.0003260066943607,1.0006507731861451
s(wet_effect),NA,NA,12.250935550076061,5.59417547189689e-4,KIL,26,moist_mean,gam,1.000312731656726,1.0006246314937717
(Intercept),28.633473988351415,1.3859384840139666,20.659989111077216,3.1044403513083467e-54,KIL,27,moist_mean,lm,NA,NA
pisr_summer_10m,-0.3242351795385824,0.6856120769446082,-0.4729134600188466,0.63672535495173,KIL,27,moist_mean,lm,NA,NA
twi_luke,1.8491821677727933,0.912338898970437,2.0268588458297376,0.043835805874655284,KIL,27,moist_mean,lm,NA,NA
dtw_0_5ha,-0.7289118388319097,0.8050220073691836,-0.905455791468357,0.36617562146646754,KIL,27,moist_mean,lm,NA,NA
tpi20,-5.281714407958895e-4,0.7405434047810572,-7.132214497974555e-4,0.9994315525779094,KIL,27,moist_mean,lm,NA,NA
tpi500,0.34843940890812747,0.8150108649734671,0.42752731758916,0.6693970324115499,KIL,27,moist_mean,lm,NA,NA
wet_effect,3.2356506048660396,1.0550235673336021,3.0668988874282803,0.00242306573492206,KIL,27,moist_mean,lm,NA,NA
soil_typesilt,3.244312697110007,1.5540474325371978,2.0876535871322903,0.037934835051145095,KIL,27,moist_mean,lm,NA,NA
soil_typepeat,16.77193201791247,3.104086794450833,5.403177529666891,1.638565510121044e-7,KIL,27,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.43201571406571304,0.5131616199910294,KIL,27,moist_mean,gam,1.496868459374969,1.7454017682596827
s(twi_luke),NA,NA,3.6668663648723494,0.038044794177835906,KIL,27,moist_mean,gam,1.7339941070919416,1.926780278174622
s(dtw_0_5ha),NA,NA,0.298273150620849,0.6184223835204755,KIL,27,moist_mean,gam,1.4069087527843438,1.6456873679926818
s(tpi20),NA,NA,0.015869611974884134,0.9017683993208552,KIL,27,moist_mean,gam,1.0005787842637253,1.0011318275351928
s(tpi500),NA,NA,1.1905104188978557,0.3862403093120293,KIL,27,moist_mean,gam,1.5957842896980439,1.8346690580698886
s(wet_effect),NA,NA,8.484461534047897,0.0011094921085129106,KIL,27,moist_mean,gam,1.4389651684661469,1.68418645285278
(Intercept),25.80587211211015,1.3787578152962285,18.716754912149465,4.7512957894881364e-48,KIL,28,moist_mean,lm,NA,NA
pisr_summer_10m,-0.1041576049818348,0.6820598607025417,-0.15271035723250068,0.8787611605357146,KIL,28,moist_mean,lm,NA,NA
twi_luke,1.7011968965789153,0.9076119911982833,1.8743658227045832,0.062153206132397915,KIL,28,moist_mean,lm,NA,NA
dtw_0_5ha,-0.7299385094876522,0.8008511178152224,-0.9114534440296158,0.36301495462436095,KIL,28,moist_mean,lm,NA,NA
tpi20,0.055281600699453606,0.7367065845165404,0.0750388307384708,0.9402493264464434,KIL,28,moist_mean,lm,NA,NA
tpi500,0.3699725656708629,0.8107882222730622,0.4563122101522847,0.6485979537724496,KIL,28,moist_mean,lm,NA,NA
wet_effect,3.6295507575347936,1.0495573977930266,3.458172716582141,6.483234670440725e-4,KIL,28,moist_mean,lm,NA,NA
soil_typesilt,4.072198473675741,1.5459957766279242,2.6340294942835403,0.009013179747927022,KIL,28,moist_mean,lm,NA,NA
soil_typepeat,18.503398737509926,3.088004248797362,5.992025025456543,7.974694107389005e-9,KIL,28,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.6672504770805345,0.45926614906645513,KIL,28,moist_mean,gam,1.6193503799825302,1.853558240040489
s(twi_luke),NA,NA,2.581849063409721,0.11115282026358181,KIL,28,moist_mean,gam,1.3755343742902175,1.6074494278435498
s(dtw_0_5ha),NA,NA,0.4035992955333867,0.4737780942041028,KIL,28,moist_mean,gam,1.2080057473545998,1.370875843780793
s(tpi20),NA,NA,0.03052497473080494,0.8633055409013667,KIL,28,moist_mean,gam,1.000748254892054,1.0014728851511097
s(tpi500),NA,NA,1.092941220574944,0.39522457684047624,KIL,28,moist_mean,gam,1.6167860520298087,1.8515847578555713
s(wet_effect),NA,NA,9.925652598405941,6.153668179311178e-4,KIL,28,moist_mean,gam,1.329488543488798,1.5494539834291818
(Intercept),26.47546298691649,1.3437121981442168,19.703224413294308,3.2896455489462854e-51,KIL,29,moist_mean,lm,NA,NA
pisr_summer_10m,-0.03772431603853657,0.6667999918384389,-0.0565751597184736,0.9549329540099175,KIL,29,moist_mean,lm,NA,NA
twi_luke,1.150173021722625,0.8848126365029584,1.2999057362793205,0.19494018555869322,KIL,29,moist_mean,lm,NA,NA
dtw_0_5ha,-0.3983256385130004,0.7830338601125492,-0.5086952925072067,0.6114555571584419,KIL,29,moist_mean,lm,NA,NA
tpi20,-0.05201448167620817,0.7182284235336217,-0.07242052802686563,0.9423304607446779,KIL,29,moist_mean,lm,NA,NA
tpi500,0.2654662958631146,0.79675011210796165,0.333186392858823,0.7392984379035166,KIL,29,moist_mean,lm,NA,NA
wet_effect,3.7439174312024113,1.0227895327151324,3.6604964281005876,3.125556841764237e-4,KIL,29,moist_mean,lm,NA,NA
soil_typesilt,4.339717396335504,1.508221060511127,2.877374882210437,0.004388963696077192,KIL,29,moist_mean,lm,NA,NA
soil_typepeat,19.28979090443215,2.9804665920977365,6.472070834672718,5.807015436775538e-10,KIL,29,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.5795459943207302,0.5330512293987512,KIL,29,moist_mean,gam,1.5749671773845124,1.8176557032564233
s(twi_luke),NA,NA,1.6306393206320715,0.2603434599373977,KIL,29,moist_mean,gam,1.403035987867412,1.6405512928906159
s(dtw_0_5ha),NA,NA,0.35055935115147885,0.6134907660527482,KIL,29,moist_mean,gam,1.4457045844357275,1.6899145113073113
s(tpi20),NA,NA,0.005982606791179079,0.9419406012014194,KIL,29,moist_mean,gam,1.0006451878052456,1.0012615846143118
s(tpi500),NA,NA,1.0685696071110653,0.3759397123386869,KIL,29,moist_mean,gam,1.6525233859976909,1.8774356942740376
s(wet_effect),NA,NA,11.388786384915004,2.6829258240718135e-4,KIL,29,moist_mean,gam,1.3292315035543376,1.5490435232732365
(Intercept),28.600308120035102,1.4595691767887005,19.59503432578689,6.075347622015525e-51,KIL,30,moist_mean,lm,NA,NA
pisr_summer_10m,-0.06300010434775259,0.7241712272202786,-0.08699614397768554,0.930750268231573,KIL,30,moist_mean,lm,NA,NA
twi_luke,1.3652336506340392,0.9545716265248817,1.430205563100773,0.1540150901220249,KIL,30,moist_mean,lm,NA,NA
dtw_0_5ha,-0.5190018967702968,0.8503734153484335,-0.6103223447520877,0.5422508704050772,KIL,30,moist_mean,lm,NA,NA
tpi20,-0.413528309781955,0.7800715419328974,-0.5301158772659433,0.5965429847725028,KIL,30,moist_mean,lm,NA,NA
tpi500,0.3767163927193725,0.8653889781754475,0.43531452586052893,0.6637423611355271,KIL,30,moist_mean,lm,NA,NA
wet_effect,3.2633303334550376,1.110458426355686,2.9387235541673262,0.0036313067215839366,KIL,30,moist_mean,lm,NA,NA
soil_typesilt,4.835772862229731,1.6372413910380041,2.9536101937685992,0.00346682087014637,KIL,30,moist_mean,lm,NA,NA
soil_typepeat,19.81895069572425,3.237354242211607,6.121959233656457,3.954045438781313e-9,KIL,30,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.3564874961713512,0.6538722460012605,KIL,30,moist_mean,gam,1.483898924477593,1.7330493772878666
s(twi_luke),NA,NA,1.8844295027937024,0.17795247195237351,KIL,30,moist_mean,gam,1.072562761218909,1.1393722873743748
s(dtw_0_5ha),NA,NA,0.4728192440059555,0.4867554017508633,KIL,30,moist_mean,gam,1.0117385885771606,1.0232509029978862
s(tpi20),NA,NA,0.16141646193250925,0.6884160840954494,KIL,30,moist_mean,gam,1.0002460236269426,1.0004899406438965
s(tpi500),NA,NA,0.6800598857657021,0.578020003103271,KIL,30,moist_mean,gam,1.4844799372645594,1.7339355050962786
s(wet_effect),NA,NA,9.581687890594903,0.0022087067466269317,KIL,30,moist_mean,gam,1.0002578996176386,1.0005152468315954
(Intercept),25.307492155871753,1.3937671405622032,18.157618600237253,3.5507420230393446e-46,KIL,31,moist_mean,lm,NA,NA
pisr_summer_10m,-0.12572514441709548,0.6803756697313986,-0.1847878312090874,0.8535597160795126,KIL,31,moist_mean,lm,NA,NA
twi_luke,2.8335664088577266,0.8964260927174581,3.16095931597434,0.0017858490410963576,KIL,31,moist_mean,lm,NA,NA
dtw_0_5ha,-0.010247854753518575,0.7992404183731571,-0.012821992629424251,0.9897810227138726,KIL,31,moist_mean,lm,NA,NA
tpi20,0.057791131804368574,0.7330975474114505,0.07883143520044181,0.9372358427014543,KIL,31,moist_mean,lm,NA,NA
tpi500,-0.08725473083177258,0.8134966017641769,-0.10725887562719863,0.9146779294165986,KIL,31,moist_mean,lm,NA,NA
wet_effect,3.7572865104414235,1.058230935105577,3.5505355077023606,4.669132040969075e-4,KIL,31,moist_mean,lm,NA,NA
soil_typesilt,3.768462574226478,1.5504234158887207,2.430602205569987,0.015846438040459217,KIL,31,moist_mean,lm,NA,NA
soil_typepeat,20.547064205260092,3.0799654324168717,6.6711996144504315,1.8997175560041337e-10,KIL,31,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.4044565459434401,0.6176673635598251,KIL,31,moist_mean,gam,1.512153919763322,1.7618838700310422
s(twi_luke),NA,NA,10.062180057886065,0.0017203820666965575,KIL,31,moist_mean,gam,1.0001669018873136,1.000332623355024
s(dtw_0_5ha),NA,NA,0.00599872042328148,0.9386423363924493,KIL,31,moist_mean,gam,1.0000699172504393,1.0001394724166215
s(tpi20),NA,NA,0.13522655201551964,0.7135691880313046,KIL,31,moist_mean,gam,1.0001669471065553,1.0003330634898557
s(tpi500),NA,NA,1.2871986137348863,0.25287255420845933,KIL,31,moist_mean,gam,1.7403144262603938,1.9324406855912404
s(wet_effect),NA,NA,14.455023700845588,1.8493803408448084e-4,KIL,31,moist_mean,gam,1.000182926839113,1.0003656924191766
(Intercept),25.534939866737517,1.3179283758384102,19.375058868804818,2.5807280256935715e-50,KIL,32,moist_mean,lm,NA,NA
pisr_summer_10m,-0.5597562214186683,0.6510713603906894,-0.8597463434465533,0.3908202391122213,KIL,32,moist_mean,lm,NA,NA
twi_luke,2.7164396494731635,0.8581066464383736,3.1656201018229138,0.00175583993196515,KIL,32,moist_mean,lm,NA,NA
dtw_0_5ha,0.10399943586339973,0.7655892771666851,0.13584233604770934,0.892064225500653,KIL,32,moist_mean,lm,NA,NA
tpi20,0.3231781745128973,0.7048630711582413,0.4584978100524492,0.6470258971776834,KIL,32,moist_mean,lm,NA,NA
tpi500,0.09984612123510384,0.7733763248153959,0.12910418645015673,0.8973875480484144,KIL,32,moist_mean,lm,NA,NA
wet_effect,4.305669873452229,1.0012117787962576,4.3004586688231665,2.5156122598095044e-5,KIL,32,moist_mean,lm,NA,NA
soil_typesilt,3.062040751759326,1.477500031807675,2.072447164696853,0.03933341915406669,KIL,32,moist_mean,lm,NA,NA
soil_typepeat,19.229260247560685,2.923171767663155,6.5782176949981155,3.149613404972681e-10,KIL,32,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.49965740315981644,0.4685000607352555,KIL,32,moist_mean,gam,1.5086013859075034,1.7583896885158148
s(twi_luke),NA,NA,10.30477895914922,0.0015132958803150687,KIL,32,moist_mean,gam,1.0002841334911674,1.0005663711466457
s(dtw_0_5ha),NA,NA,0.01919480768348537,0.8899541986924167,KIL,32,moist_mean,gam,1.0000066517550334,1.0000132784213116
s(tpi20),NA,NA,0.6526678702302069,0.42005955213934254,KIL,32,moist_mean,gam,1.0002814914482852,1.0005619476301064
s(tpi500),NA,NA,1.9195537086166488,0.14302058229754233,KIL,32,moist_mean,gam,1.798617599011787,1.9593077324957777
s(wet_effect),NA,NA,21.025297710663374,8.027279170930157e-6,KIL,32,moist_mean,gam,1.0002205765266627,1.000440918772681
(Intercept),26.091237679661496,1.2397414876374369,21.045708270506708,1.5603634484172914e-55,KIL,33,moist_mean,lm,NA,NA
pisr_summer_10m,-0.7466806156040895,0.6135822595126088,-1.216920150522614,0.22488181529803172,KIL,33,moist_mean,lm,NA,NA
twi_luke,2.785680976012013,0.806533975719656,3.453891664670914,6.576954532601556e-4,KIL,33,moist_mean,lm,NA,NA
dtw_0_5ha,0.9039046818677221,0.7546977525331777,1.1977042184553015,0.23226502294363474,KIL,33,moist_mean,lm,NA,NA
tpi20,0.41635036841301865,0.7651901016269183,0.5441136359811637,0.5868903528639371,KIL,33,moist_mean,lm,NA,NA
tpi500,-0.3547861680398322,0.7270411940499225,-0.487986335497065,0.626024384926251,KIL,33,moist_mean,lm,NA,NA
wet_effect,4.269488388950819,0.9421549924748501,4.5316199808438515,9.410165798873958e-6,KIL,33,moist_mean,lm,NA,NA
soil_typesilt,3.600015888172881,1.3886740976220402,2.592412355308948,0.01014113535268536,KIL,33,moist_mean,lm,NA,NA
soil_typepeat,18.50135119419379,2.7506563653963667,6.726158682321543,1.3655214819274705e-10,KIL,33,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,0.8356034270802508,0.3214359434186986,KIL,33,moist_mean,gam,1.5839990074361392,1.8266173852114955
s(twi_luke),NA,NA,13.221762317330828,3.4204216220051764e-4,KIL,33,moist_mean,gam,1.0001594202561168,1.0003168825115056
s(dtw_0_5ha),NA,NA,1.5610198279156156,0.2902982014739888,KIL,33,moist_mean,gam,1.5462375969769426,1.7928685146393437
s(tpi20),NA,NA,0.5002322387679743,0.48016221710216933,KIL,33,moist_mean,gam,1.0001533558939975,1.000300558521304
s(tpi500),NA,NA,1.7907700561324789,0.13864554849372906,KIL,33,moist_mean,gam,1.7930552286212307,1.9559607403399202
s(wet_effect),NA,NA,24.716676364670416,1.5080822114432735e-6,KIL,33,moist_mean,gam,1.0001749848976684,1.0003494152757664
(Intercept),27.044086050944625,1.2052522688198888,22.43852739428948,5.981285166551352e-60,KIL,34,moist_mean,lm,NA,NA
pisr_summer_10m,-0.8428166081757023,0.6009388025753333,-1.4024998961022281,0.16210849990461243,KIL,34,moist_mean,lm,NA,NA
twi_luke,2.5835334206087452,0.7895837466624097,3.2720195058844688,0.0012312307481389694,KIL,34,moist_mean,lm,NA,NA
dtw_0_5ha,1.6841773579166606,0.7383431876844154,2.2810224107282155,0.023458529897677854,KIL,34,moist_mean,lm,NA,NA
tpi20,0.5339731543371251,0.7498690586246298,0.7120885282511995,0.47712852045945653,KIL,34,moist_mean,lm,NA,NA
tpi500,-0.7900886133282801,0.7113686608558806,-1.1106598544525252,0.26786952904182937,KIL,34,moist_mean,lm,NA,NA
wet_effect,4.345771726302961,0.9097032330768717,4.777131231692275,3.1611457135478315e-6,KIL,34,moist_mean,lm,NA,NA
soil_typesilt,3.648452122888795,1.353273091828173,2.6960205925324376,0.007533763695150491,KIL,34,moist_mean,lm,NA,NA
soil_typepeat,18.56542728238517,2.7089674213370407,6.853322463812429,6.498421443221087e-11,KIL,34,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,1.3669786370034434,0.18516740144939364,KIL,34,moist_mean,gam,1.6499901614241699,1.8773738000941584
s(twi_luke),NA,NA,10.965822846364418,0.0010745942350031679,KIL,34,moist_mean,gam,1.0004856599889018,1.00096837533554
s(dtw_0_5ha),NA,NA,4.177227656819517,0.04209827889444462,KIL,34,moist_mean,gam,1.0001680041901666,1.0003352455637833
s(tpi20),NA,NA,1.2650196627411476,0.2618951927385996,KIL,34,moist_mean,gam,1.0001437839421974,1.0002825896262368
s(tpi500),NA,NA,2.5075889762607426,0.06384542547766497,KIL,34,moist_mean,gam,1.8239052906477813,1.9688730536308026
s(wet_effect),NA,NA,26.380345141729613,7.357822197628927e-7,KIL,34,moist_mean,gam,1.0003239816005147,1.0006475586101236
(Intercept),25.685564708329416,1.2087795729739659,21.24917171220482,3.6072976665447214e-56,KIL,35,moist_mean,lm,NA,NA
pisr_summer_10m,-0.4093793392472335,0.6047888828938232,-0.6768962704612151,0.4991519813310058,KIL,35,moist_mean,lm,NA,NA
twi_luke,2.7036688971079075,0.7939444428145495,3.4053628331012,7.79612342248014e-4,KIL,35,moist_mean,lm,NA,NA
dtw_0_5ha,1.819223104753982,0.7448450939234217,2.442418053895403,0.015343462753076312,KIL,35,moist_mean,lm,NA,NA
tpi20,-0.1503698093493016,0.7587158010827945,-0.1981899007964546,0.8430715510267013,KIL,35,moist_mean,lm,NA,NA
tpi500,-1.213813414320065,0.7084967334095252,-1.7132237271988333,0.0880188680962653,KIL,35,moist_mean,lm,NA,NA
wet_effect,4.247421694702352,0.9128873359623688,4.652733724501399,5.530152399871144e-6,KIL,35,moist_mean,lm,NA,NA
soil_typesilt,4.837015262765707,1.3589580805989483,3.5593557533679308,4.5156808863121235e-4,KIL,35,moist_mean,lm,NA,NA
soil_typepeat,21.487356217426616,2.718090755196723,7.905312277136036,1.1075483839893624e-13,KIL,35,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,1.3107683881411138,0.21073366702493018,KIL,35,moist_mean,gam,1.7381129705366596,1.9312005767720914
s(twi_luke),NA,NA,10.81345968876018,0.001164698024735289,KIL,35,moist_mean,gam,1.000221906580677,1.0004424490848973
s(dtw_0_5ha),NA,NA,3.2960841705992445,0.07072640713198919,KIL,35,moist_mean,gam,1.0002196620385284,1.000437587950899
s(tpi20),NA,NA,0.006945446746748008,0.9346164270352249,KIL,35,moist_mean,gam,1.0001951321538483,1.0003822185867606
s(tpi500),NA,NA,1.4177203450209248,0.16946974905519346,KIL,35,moist_mean,gam,1.398869567840297,1.6382101726639122
s(wet_effect),NA,NA,18.013451576598342,9.482818206896226e-6,KIL,35,moist_mean,gam,1.2088559559803616,1.3738333347813558
(Intercept),25.640855536456932,1.183907693895199,21.65781645703765,1.9310809392793902e-57,KIL,36,moist_mean,lm,NA,NA
pisr_summer_10m,-0.40256250903502727,0.5923447315366743,-0.6796084908034724,0.49743579143047445,KIL,36,moist_mean,lm,NA,NA
twi_luke,2.1165398130086883,0.7776082218703462,2.7218588403269064,0.0069885578762831045,KIL,36,moist_mean,lm,NA,NA
dtw_0_5ha,1.6058815961248645,0.7295191424243428,2.201287811020542,0.02870974614327249,KIL,36,moist_mean,lm,NA,NA
tpi20,0.3562256596204406,0.7431044455622395,0.47937495428508314,0.6321273925229592,KIL,36,moist_mean,lm,NA,NA
tpi500,-1.1089709692524155,0.693918686696088,-1.5981281243952228,0.11138733658135593,KIL,36,moist_mean,lm,NA,NA
wet_effect,4.182778960357445,0.8941037430391926,4.6781807960444866,4.9391135597828766e-6,KIL,36,moist_mean,lm,NA,NA
soil_typesilt,5.383346878125132,1.3309961247473843,4.044599963915644,7.156177714585678e-5,KIL,36,moist_mean,lm,NA,NA
soil_typepeat,22.334056155941404,2.6621632510430575,8.389438982448103,4.964542731555698e-15,KIL,36,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.957214676450483,0.07740799997895065,KIL,36,moist_mean,gam,1.828651325385467,1.9705133266985744
s(twi_luke),NA,NA,6.870853970960629,0.009340129793518781,KIL,36,moist_mean,gam,1.0002628400281814,1.000524604401577
s(dtw_0_5ha),NA,NA,1.8961971267798534,0.16983180291274924,KIL,36,moist_mean,gam,1.0002347820343804,1.0004682573414623
s(tpi20),NA,NA,0.34889981294071787,0.5554125757472782,KIL,36,moist_mean,gam,1.000213297080601,1.0004194504357624
s(tpi500),NA,NA,1.15308289001497,0.22405554619070495,KIL,36,moist_mean,gam,1.2981397657330924,1.5072624208975391
s(wet_effect),NA,NA,24.658806772662654,1.5412727861763287e-6,KIL,36,moist_mean,gam,1.000339761970054,1.0006789524146307
(Intercept),25.740592124117594,1.196767592137661,21.50843011895055,5.618543038712864e-57,KIL,37,moist_mean,lm,NA,NA
pisr_summer_10m,-0.6111585743657681,0.5987789265430078,-1.020674822165558,0.30848091031049835,KIL,37,moist_mean,lm,NA,NA
twi_luke,2.315703841398579,0.7860547947385852,2.9459827188875582,0.0035502262542002143,KIL,37,moist_mean,lm,NA,NA
dtw_0_5ha,1.413686717793013,0.7374433598155138,1.9170105730515696,0.05647565623932513,KIL,37,moist_mean,lm,NA,NA
tpi20,0.44327822074866596,0.7511762298767839,0.5901121509414339,0.5556947769652448,KIL,37,moist_mean,lm,NA,NA
tpi500,-0.9926690170203243,0.7014562031304095,-1.415154663384985,0.15837567394302735,KIL,37,moist_mean,lm,NA,NA
wet_effect,4.245925433637818,0.9038157190766644,4.697777814680457,4.525940266118098e-6,KIL,37,moist_mean,lm,NA,NA
soil_typesilt,4.875139514359725,1.3454537339120378,3.623416689464886,3.578220853725888e-4,KIL,37,moist_mean,lm,NA,NA
soil_typepeat,21.910081993477327,2.6910803268334837,8.141742100748916,2.4607251765961212e-14,KIL,37,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.8133314631660697,0.09191201138548044,KIL,37,moist_mean,gam,1.7960338549880963,1.9582671923058683
s(twi_luke),NA,NA,8.151178178680595,0.004693524631185109,KIL,37,moist_mean,gam,1.0002521843992562,1.0005032660317021
s(dtw_0_5ha),NA,NA,1.4133398957857686,0.23574087162435864,KIL,37,moist_mean,gam,1.0002817215251787,1.0005619956217415
s(tpi20),NA,NA,0.4672710618478982,0.4949986669893013,KIL,37,moist_mean,gam,1.0002217095193953,1.0004362230521961
s(tpi500),NA,NA,0.9233071305425279,0.2841266313442146,KIL,37,moist_mean,gam,1.2523021420460363,1.440814593259502
s(wet_effect),NA,NA,24.428649790811487,1.7048020289345267e-6,KIL,37,moist_mean,gam,1.00038347451404,1.0007663273269496
(Intercept),26.701509152914262,1.1755262468492904,22.714515498468113,1.0888318827567447e-60,KIL,38,moist_mean,lm,NA,NA
pisr_summer_10m,-0.46275758806416567,0.5881512407553424,-0.7868003261709726,0.4322087148545366,KIL,38,moist_mean,lm,NA,NA
twi_luke,1.7443777915917016,0.7721031625083059,2.2592548202040765,0.024804599213710303,KIL,38,moist_mean,lm,NA,NA
dtw_0_5ha,1.6980619033886168,0.7243545285843154,2.344241440316972,0.019917935869677966,KIL,38,moist_mean,lm,NA,NA
tpi20,0.5023685597443625,0.7378436548838995,0.6808604457314344,0.4966446701673617,KIL,38,moist_mean,lm,NA,NA
