term,estimate,std.error,statistic,p.value,area,week,resp,model,edf,ref.df
wet_effect,9.660082587621158,2.6919680931478425,3.588483315314922,9.823215670669903e-4,VAR,39,moist_mean,lm,NA,NA
soil_typepeat,3.4638752239112964,5.408996398997515,0.6403914827070839,0.5259735184336087,VAR,39,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.008661560419991,0.24455290907058763,VAR,39,moist_mean,gam,1.498500494335171,1.7463379367061638
s(twi_luke),NA,NA,0.7685394265025842,0.5686800815357409,VAR,39,moist_mean,gam,1.502333936151354,1.7453144716454077
s(dtw_0_5ha),NA,NA,0.027894475928975298,0.8684629715641843,VAR,39,moist_mean,gam,1.000048889006258,1.0000948311047566
s(tpi20),NA,NA,8.209753834531194,0.0020036217074914098,VAR,39,moist_mean,gam,1.6810945092849998,1.89343521275848
s(tpi500),NA,NA,4.112818811190785,0.05044665773761342,VAR,39,moist_mean,gam,1.0000395357418506,1.0000747088318767
s(wet_effect),NA,NA,16.885008497726893,2.3672021356480055e-4,VAR,39,moist_mean,gam,1.0000576000050712,1.0001142014869648
(Intercept),28.45341830418077,2.151775113545682,13.223230497026893,2.1922040976968177e-15,VAR,40,moist_mean,lm,NA,NA
pisr_summer_10m,1.9403048384158021,1.9994428302681675,0.9704227643035767,0.33831101151543186,VAR,40,moist_mean,lm,NA,NA
twi_luke,-0.7414117392865535,2.3668875448871147,-0.3132433312635113,0.7559034920009168,VAR,40,moist_mean,lm,NA,NA
dtw_0_5ha,-0.6918336024611949,3.836211153105601,-0.1803429412119616,0.8578947335708793,VAR,40,moist_mean,lm,NA,NA
tpi20,-6.246175153043689,1.9819115930466782,-3.1515912086884788,0.0032651151047471167,VAR,40,moist_mean,lm,NA,NA
tpi500,4.175827412791413,2.699811038680763,1.546710993089313,0.1306797510639202,VAR,40,moist_mean,lm,NA,NA
wet_effect,9.229156256970056,2.7572301292874446,3.3472564219204877,0.0019213757196442323,VAR,40,moist_mean,lm,NA,NA
soil_typepeat,4.150591839726673,5.540128012098313,0.7491869918281263,0.4586122026294305,VAR,40,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.0791538024883693,0.23194129731309282,VAR,40,moist_mean,gam,1.454120742901959,1.6998748715855267
s(twi_luke),NA,NA,0.7752023755991095,0.5633614971521173,VAR,40,moist_mean,gam,1.5184265767342824,1.7612335359009024
s(dtw_0_5ha),NA,NA,0.07945661707306373,0.7798103956794172,VAR,40,moist_mean,gam,1.0000488743540383,1.0000948429498697
s(tpi20),NA,NA,7.953564787274926,0.002357356974910907,VAR,40,moist_mean,gam,1.6964484237296409,1.9031319164920986
s(tpi500),NA,NA,3.7591864376190416,0.06084636361216139,VAR,40,moist_mean,gam,1.00004590535936,1.0000868781678973
s(wet_effect),NA,NA,15.09239546163297,4.5001997549082295e-4,VAR,40,moist_mean,gam,1.0000530753019206,1.0001052403136563
(Intercept),30.436718921831808,2.1671455987576276,14.044611926065533,5.986081156021983e-16,VAR,41,moist_mean,lm,NA,NA
pisr_summer_10m,1.9557008812065133,1.984603293563312,0.9854366802420724,0.33117324920635094,VAR,41,moist_mean,lm,NA,NA
twi_luke,-0.7319794896629669,2.3606586567610863,-0.3100742615060115,0.7583433209289479,VAR,41,moist_mean,lm,NA,NA
dtw_0_5ha,-0.41761592571860406,3.8712266619233007,-0.10787689851028365,0.9147093946195262,VAR,41,moist_mean,lm,NA,NA
tpi20,-5.79696619072132,2.006049902464264,-2.8897417674406967,0.006577968575526163,VAR,41,moist_mean,lm,NA,NA
tpi500,3.897749977568779,2.6810326480487805,1.4538241376528962,0.154904045745462,VAR,41,moist_mean,lm,NA,NA
wet_effect,8.347936726608706,2.7417459025908606,3.044752148155005,0.004403041339976676,VAR,41,moist_mean,lm,NA,NA
soil_typepeat,4.086659989247177,5.504345938693193,0.7424424327184286,0.46277329109104826,VAR,41,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.074597030677527,0.23031772123643002,VAR,41,moist_mean,gam,1.412003084394609,1.6515251839461116
s(twi_luke),NA,NA,0.8149122812276508,0.5474156024472623,VAR,41,moist_mean,gam,1.5280165040635239,1.7709214839557617
s(dtw_0_5ha),NA,NA,0.10071927688339036,0.7530314827514653,VAR,41,moist_mean,gam,1.0000522547071644,1.0001016592295073
s(tpi20),NA,NA,6.927557776144557,0.004920061760723182,VAR,41,moist_mean,gam,1.7048707592937502,1.9092870840047913
s(tpi500),NA,NA,3.4033273342669044,0.07404706602933248,VAR,41,moist_mean,gam,1.0000465551193134,1.0000880875375011
s(wet_effect),NA,NA,12.708021542553992,0.0011348503320305903,VAR,41,moist_mean,gam,1.0000569529549677,1.0001129133059774
(Intercept),29.536411451127474,2.1624058395395265,13.659050910358763,1.3700074579331428e-15,VAR,42,moist_mean,lm,NA,NA
pisr_summer_10m,1.9316017508387415,1.9802627722064023,0.975426987745953,0.3360424609332824,VAR,42,moist_mean,lm,NA,NA
twi_luke,-0.6630143035046373,2.3554956655732364,-0.28147549290577245,0.7800032455524298,VAR,42,moist_mean,lm,NA,NA
dtw_0_5ha,-0.6914529915558532,3.8627599108814104,-0.17900491035128208,0.8589660685795447,VAR,42,moist_mean,lm,NA,NA
tpi20,-5.893614680244008,2.001662475277726,-2.944359877369576,0.0057165189341747144,VAR,42,moist_mean,lm,NA,NA
tpi500,3.6697905646321027,2.675168967632059,1.3717976729822934,0.17885640677076933,VAR,42,moist_mean,lm,NA,NA
wet_effect,8.361634824587616,2.735749436352992,3.056432988152033,0.004270239164777767,VAR,42,moist_mean,lm,NA,NA
soil_typepeat,4.512570191150927,5.492307396189407,0.8216164656555409,0.4168570938007202,VAR,42,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,1.925528928988323,0.2516228870246703,VAR,42,moist_mean,gam,1.3727285280025923,1.6038882175402203
s(twi_luke),NA,NA,0.8012406072741097,0.551257150421673,VAR,42,moist_mean,gam,1.5323533199849282,1.7748239971592423
s(dtw_0_5ha),NA,NA,0.16264094643072807,0.6893856027398829,VAR,42,moist_mean,gam,1.0000499423309588,1.000097215239565
s(tpi20),NA,NA,6.9079261177602325,0.0051206297393980305,VAR,42,moist_mean,gam,1.6634457072189948,1.8828547147086763
s(tpi500),NA,NA,3.019672286944045,0.09157524052938565,VAR,42,moist_mean,gam,1.0000468084996013,1.0000886295574571
s(wet_effect),NA,NA,12.49365357907448,0.001232709947981192,VAR,42,moist_mean,gam,1.0000634962792057,1.0001259018675452
(Intercept),32.85260449080574,2.086225943548923,15.74738565225561,1.2561964859937371e-16,VAR,44,moist_mean,lm,NA,NA
pisr_summer_10m,2.1863874092247433,1.7601158095563338,1.2421838366282605,0.22319560753226528,VAR,44,moist_mean,lm,NA,NA
twi_luke,-1.0708694741917415,2.0759088140928474,-0.5158557384225478,0.6095013127128599,VAR,44,moist_mean,lm,NA,NA
dtw_0_5ha,-1.058429159633407,3.8436124994006464,-0.2753735346105918,0.7847996583360334,VAR,44,moist_mean,lm,NA,NA
tpi20,-5.277645289503672,1.777509862412715,-2.9691229292759167,0.005619796769756977,VAR,44,moist_mean,lm,NA,NA
tpi500,2.72040426922096,2.4312797435102835,1.1189186585716535,0.2715039909773313,VAR,44,moist_mean,lm,NA,NA
wet_effect,9.209877365688897,2.533004217218898,3.6359502692817642,9.620322416522036e-4,VAR,44,moist_mean,lm,NA,NA
soil_typepeat,1.4949336831611384,4.942018204732672,0.30249457230439397,0.7642326412706894,VAR,44,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.129660851659329,0.1548394867592061,VAR,44,moist_mean,gam,1.0018143346505193,1.003620300840303
s(twi_luke),NA,NA,0.2503754906595497,0.6205178824465296,VAR,44,moist_mean,gam,1.0001588231091108,1.0003149152843211
s(dtw_0_5ha),NA,NA,0.044565672742132426,0.8342390872821478,VAR,44,moist_mean,gam,1.0000258998125868,1.0000517274349245
s(tpi20),NA,NA,5.966604186810386,0.009595680530653516,VAR,44,moist_mean,gam,1.5513059507701754,1.7986642942794473
s(tpi500),NA,NA,1.6339840844198477,0.2106221577327168,VAR,44,moist_mean,gam,1.0000400693853135,1.000078575326166
s(wet_effect),NA,NA,14.620912927222669,5.947467256198768e-4,VAR,44,moist_mean,gam,1.0000156748197426,1.0000313418420335
(Intercept),29.717157060936813,2.699904275496757,11.006744694853722,7.170071039968712e-12,VAR,43,moist_mean,lm,NA,NA
pisr_summer_10m,2.1382464887176034,2.0767358393236828,1.0296189087842547,0.3117002909860793,VAR,43,moist_mean,lm,NA,NA
twi_luke,-0.6467169974836656,2.4443302496601405,-0.26457840448261244,0.7932056595809391,VAR,43,moist_mean,lm,NA,NA
dtw_0_5ha,-3.5649719608976236,6.347633315382468,-0.561622227336051,0.5786883586414004,VAR,43,moist_mean,lm,NA,NA
tpi20,-5.900515053541191,2.169412514475538,-2.71986771265015,0.010918055075294513,VAR,43,moist_mean,lm,NA,NA
tpi500,4.285654133314905,3.5563162169164784,1.2050824144740433,0.2379135412840065,VAR,43,moist_mean,lm,NA,NA
wet_effect,8.926512503288828,3.0905366434685058,2.888337377314062,0.007251483931808059,VAR,43,moist_mean,lm,NA,NA
soil_typepeat,1.8635738485812647,5.796878932493962,0.32147882857017146,0.750153225936538,VAR,43,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.03724351069858,0.16454984607812145,VAR,43,moist_mean,gam,1.0000652037958069,1.0001302494293154
s(twi_luke),NA,NA,0.47171260140002796,0.7071250276774359,VAR,43,moist_mean,gam,1.3684749061674122,1.599684825046882
s(dtw_0_5ha),NA,NA,0.6065146095926441,0.44264685450531954,VAR,43,moist_mean,gam,1.0000328677533905,1.0000656191516177
s(tpi20),NA,NA,6.199975091997455,0.006621605272377595,VAR,43,moist_mean,gam,1.7495679830795179,1.9357903785467552
s(tpi500),NA,NA,3.5987344349300625,0.06817642288895853,VAR,43,moist_mean,gam,1.0000209000439437,1.0000386615679184
s(wet_effect),NA,NA,12.322216669198053,0.001534864694217819,VAR,43,moist_mean,gam,1.0000322115182632,1.0000640528698888
(Intercept),37.6202184735535,9.022854395822197,4.1694365023747455,1.5405770918366338e-4,TII,21,moist_mean,lm,NA,NA
pisr_summer_10m,-0.9956083989271729,7.7281914018830005,-0.12882812383303413,0.8981235499074658,TII,21,moist_mean,lm,NA,NA
twi_luke,8.911172766815326,2.718069616952413,3.2784932038668013,0.0021319263348565007,TII,21,moist_mean,lm,NA,NA
dtw_0_5ha,-12.394580423905218,18.058816039833154,-0.6863451289700236,0.49635891407399035,TII,21,moist_mean,lm,NA,NA
tpi20,-9.155150007824957,6.688909519450276,-1.3687059125561871,0.17854423580552295,TII,21,moist_mean,lm,NA,NA
tpi500,-15.986452017955404,25.15645722532062,-0.6354810566038143,0.5286458717393399,TII,21,moist_mean,lm,NA,NA
wet_effect,-2.4803859175252723,4.930848395277142,-0.5030343094508912,0.6176318933916246,TII,21,moist_mean,lm,NA,NA
soil_typesilt,-1.9437420866786403,5.087905945908999,-0.3820318432264914,0.7044108037126141,TII,21,moist_mean,lm,NA,NA
soil_typepeat,5.057709044661238,6.181038832884324,0.8182619752772375,0.4179380593739114,TII,21,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,3.4913558642248805,0.054961555443187815,TII,21,moist_mean,gam,1.8618889912844745,1.9796315977495782
s(twi_luke),NA,NA,2.3651940091965487,0.13274409960153205,TII,21,moist_mean,gam,1.1122606088205962,1.210222662458207
s(dtw_0_5ha),NA,NA,2.2351840225455413,0.16121183569258268,TII,21,moist_mean,gam,1.791523052911137,1.9559682397594238
s(tpi20),NA,NA,1.3606600865010432,0.25048937709953006,TII,21,moist_mean,gam,1.00005224602755,1.0001014888502526
s(tpi500),NA,NA,1.4642575042462018,0.23352069785452334,TII,21,moist_mean,gam,1.0000694554528036,1.0001380650190153
s(wet_effect),NA,NA,0.642052103906543,0.4278224156792278,TII,21,moist_mean,gam,1.0000032681448137,1.0000064422510329
(Intercept),37.61558824512218,9.929108797318063,3.788415356601035,4.881385804873691e-4,TII,22,moist_mean,lm,NA,NA
pisr_summer_10m,-0.949119314610854,8.50441000924542,-0.11160319335251187,0.9116826263161615,TII,22,moist_mean,lm,NA,NA
twi_luke,9.948158897056611,2.9910721997133476,3.3259507737760403,0.0018658566691628277,TII,22,moist_mean,lm,NA,NA
dtw_0_5ha,-9.220589925382345,19.872641333243713,-0.46398411619082514,0.6451132947989895,TII,22,moist_mean,lm,NA,NA
tpi20,-9.037643075207518,7.360742780554014,-1.2278167223943246,0.226518342882695,TII,22,moist_mean,lm,NA,NA
tpi500,-20.2268802119375,27.683168738813,-0.7306562483065221,0.4691440973595349,TII,22,moist_mean,lm,NA,NA
wet_effect,-3.048079835792608,5.4261022102337275,-0.5617439033942033,0.5773486035022903,TII,22,moist_mean,lm,NA,NA
soil_typesilt,-2.914782923783328,5.598934602207831,-0.5205959938581779,0.6054484658455139,TII,22,moist_mean,lm,NA,NA
soil_typepeat,3.384854066072266,6.801861623808665,0.4976364197448839,0.6213989279823493,TII,22,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,3.529768573161196,0.05280127043644539,TII,22,moist_mean,gam,1.8638705187807147,1.9813514072378817
s(twi_luke),NA,NA,3.1383550394957687,0.08427858875841682,TII,22,moist_mean,gam,1.0001248913787681,1.0002475388415344
s(dtw_0_5ha),NA,NA,1.668600942018945,0.26288027696015664,TII,22,moist_mean,gam,1.7381189551717275,1.9313024173893885
s(tpi20),NA,NA,0.9863636522490753,0.32674717913691553,TII,22,moist_mean,gam,1.0000282540182912,1.0000549203494111
s(tpi500),NA,NA,1.61283750712548,0.21161032432105387,TII,22,moist_mean,gam,1.0000343096949593,1.0000681334080876
s(wet_effect),NA,NA,0.6289906352772542,0.4325230270454736,TII,22,moist_mean,gam,1.000006733852743,1.0000132511327968
(Intercept),33.63535039523503,10.162638714810438,3.3097063999940124,0.0019531572947600467,TII,23,moist_mean,lm,NA,NA
pisr_summer_10m,-1.1386072067151907,8.704431401731004,-0.13080776378900086,0.896567117291973,TII,23,moist_mean,lm,NA,NA
twi_luke,9.764973717455685,3.061421398042352,3.1896862430307595,0.0027294801190303436,TII,23,moist_mean,lm,NA,NA
dtw_0_5ha,-9.153635758298032,20.340040410607184,-0.4500303624531875,0.6550590966754524,TII,23,moist_mean,lm,NA,NA
tpi20,-7.637461306213832,7.533865433282895,-1.0137506932992557,0.3166470937308679,TII,23,moist_mean,lm,NA,NA
tpi500,-15.128901682340006,28.334269280006456,-0.5339435978684451,0.5962638788190766,TII,23,moist_mean,lm,NA,NA
wet_effect,-2.200589366576059,5.5537226470047845,-0.3962368138356484,0.6939850412466073,TII,23,moist_mean,lm,NA,NA
soil_typesilt,-1.6924590083326227,5.730620009467339,-0.29533610770502594,0.7692276489504644,TII,23,moist_mean,lm,NA,NA
soil_typepeat,4.120552015758567,6.96183954491188,0.5918769010943533,0.5571829091316989,TII,23,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,4.1111215262770315,0.0322418062765103,TII,23,moist_mean,gam,1.8821786641818905,1.9860158340172034
s(twi_luke),NA,NA,2.5028266827343475,0.12170765300615372,TII,23,moist_mean,gam,1.0001410906264547,1.0002798559742414
s(dtw_0_5ha),NA,NA,1.7124825546411844,0.2524391674409901,TII,23,moist_mean,gam,1.7447707016333664,1.93475714273077
s(tpi20),NA,NA,0.5420188947831045,0.4660016925222658,TII,23,moist_mean,gam,1.0000298415616056,1.000058170870989
s(tpi500),NA,NA,1.202848101597328,0.2794739900284103,TII,23,moist_mean,gam,1.0000230722326504,1.0000458231727902
s(wet_effect),NA,NA,0.37477652134483863,0.5439647938203087,TII,23,moist_mean,gam,1.0000072989595963,1.0000143702271975
(Intercept),32.42484710379109,10.257202593557826,3.161178382511032,0.00295280664476493,TII,24,moist_mean,lm,NA,NA
pisr_summer_10m,-1.842446038644123,8.785426586026857,-0.2097161726414648,0.8349278362264049,TII,24,moist_mean,lm,NA,NA
twi_luke,9.834487020987797,3.0899080824560405,3.182776561162547,0.0027820926433654693,TII,24,moist_mean,lm,NA,NA
dtw_0_5ha,-6.443221044151733,20.529305538403424,-0.31385479806409594,0.7552226813439924,TII,24,moist_mean,lm,NA,NA
tpi20,-7.41449101781745,7.60396844071283,-0.9750817715285497,0.33523796189663846,TII,24,moist_mean,lm,NA,NA
tpi500,-13.888724086023288,28.59792112081091,-0.4856550246205262,0.6297971517036227,TII,24,moist_mean,lm,NA,NA
wet_effect,-1.8200425421458137,5.605400323415992,-0.3246944798113295,0.7470632506809552,TII,24,moist_mean,lm,NA,NA
soil_typesilt,-2.051698512363506,5.783943724983554,-0.3547231110671534,0.7246151949181278,TII,24,moist_mean,lm,NA,NA
soil_typepeat,3.9291690651980056,7.026619821871288,0.5591833861521788,0.5790784687510326,TII,24,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,4.485153660725694,0.023533757087096263,TII,24,moist_mean,gam,1.891210537523587,1.988060185488934
s(twi_luke),NA,NA,2.6365809101066624,0.11247573921136189,TII,24,moist_mean,gam,1.0000873002179997,1.0001731766560773
s(dtw_0_5ha),NA,NA,1.379351461777975,0.33091756227305513,TII,24,moist_mean,gam,1.6999794832285393,1.9098840723355601
s(tpi20),NA,NA,0.4514943514381293,0.5055922247628815,TII,24,moist_mean,gam,1.0000308549216044,1.0000602199136832
s(tpi500),NA,NA,1.0906440925941363,0.30275172446214876,TII,24,moist_mean,gam,1.0000173416742055,1.000034417585211
s(wet_effect),NA,NA,0.23464727541810573,0.6308099441184629,TII,24,moist_mean,gam,1.0000058157621086,1.0000114371349553
(Intercept),28.47966673306186,10.05080139391279,2.8335717339226703,0.007109849761356091,TII,25,moist_mean,lm,NA,NA
pisr_summer_10m,-1.4948455755793322,8.608641290990544,-0.17364477448302754,0.8629991531877367,TII,25,moist_mean,lm,NA,NA
twi_luke,9.095576910577151,3.027731214134031,3.0040899496353077,0.0045267915583238165,TII,25,moist_mean,lm,NA,NA
dtw_0_5ha,-8.581707811430261,20.116203305864193,-0.4266067349263942,0.6718975254520407,TII,25,moist_mean,lm,NA,NA
tpi20,-6.747151232293337,7.450957110975437,-0.9055415474549737,0.3704694782843584,TII,25,moist_mean,lm,NA,NA
tpi500,-16.50223400195897,28.022457667413125,-0.5888931726766121,0.5591637309077839,TII,25,moist_mean,lm,NA,NA
wet_effect,-2.505010507592587,5.492605305408803,-0.45606963695822017,0.6507465595332829,TII,25,moist_mean,lm,NA,NA
soil_typesilt,-2.682274927729677,5.667555956230134,-0.47326836266718314,0.6385319134745995,TII,25,moist_mean,lm,NA,NA
soil_typepeat,3.904743270740555,6.88522622576598,0.5671190956846379,0.5737253973339536,TII,25,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,4.105918261128299,0.032569682910219,TII,25,moist_mean,gam,1.8825088067436124,1.9860747833491175
s(twi_luke),NA,NA,2.4695602963442216,0.12414074125879165,TII,25,moist_mean,gam,1.0000964669777852,1.0001912496284646
s(dtw_0_5ha),NA,NA,1.175348938252803,0.4013647887370688,TII,25,moist_mean,gam,1.6570793170789035,1.8790303285873171
s(tpi20),NA,NA,0.4134851099005505,0.5239871704276542,TII,25,moist_mean,gam,1.000050811908576,1.0000989715803996
s(tpi500),NA,NA,0.5696144713144561,0.39717028943071714,TII,25,moist_mean,gam,1.2766732271109629,1.4735411401422471
s(wet_effect),NA,NA,0.3571177875256395,0.5535673982247599,TII,25,moist_mean,gam,1.000012367858949,1.0000235923843899
(Intercept),26.175644235082903,9.42161172786547,2.7782554610763155,0.008207385184511752,TII,26,moist_mean,lm,NA,NA
pisr_summer_10m,-1.27379369079637,8.069732210339527,-0.1578483222980179,0.8753511836530642,TII,26,moist_mean,lm,NA,NA
twi_luke,6.923457996159102,2.838192378687954,2.4393899610708183,0.01912639824114578,TII,26,moist_mean,lm,NA,NA
dtw_0_5ha,-15.608464083355024,18.856909967541714,-0.827731802836296,0.4126145446558557,TII,26,moist_mean,lm,NA,NA
tpi20,-4.427883118375233,6.984520154094881,-0.6339566671275557,0.5296303590942772,TII,26,moist_mean,lm,NA,NA
tpi500,-14.45725347167637,26.268225334032905,-0.5503703919025572,0.585051672326462,TII,26,moist_mean,lm,NA,NA
wet_effect,-3.2324091839742968,5.148763022351361,-0.6278030606462258,0.533614308927157,TII,26,moist_mean,lm,NA,NA
soil_typesilt,-4.213481746065,5.312761597089316,-0.793086922698249,0.43229293412926184,TII,26,moist_mean,lm,NA,NA
soil_typepeat,3.4556161751396437,6.454204556959187,0.5354054313964464,0.5952619905228929,TII,26,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,3.313269779707588,0.0632379082041502,TII,26,moist_mean,gam,1.8563100191701838,1.9792093264894515
s(twi_luke),NA,NA,1.848232101360097,0.18160236853569,TII,26,moist_mean,gam,1.000044320807655,1.0000877699704178
s(dtw_0_5ha),NA,NA,0.5964948160638678,0.6231603589626961,TII,26,moist_mean,gam,1.3544943838289867,1.583179261555574
s(tpi20),NA,NA,0.10609066700004434,0.7463654244706374,TII,26,moist_mean,gam,1.0000255723789968,1.0000496606751572
s(tpi500),NA,NA,0.9049056831464786,0.34717388677927913,TII,26,moist_mean,gam,1.0000225660464457,1.0000447643609918
s(wet_effect),NA,NA,0.4089629996719097,0.5261436770682875,TII,26,moist_mean,gam,1.0000177837426245,1.0000349460354063
(Intercept),33.25212138662797,9.210285380932548,3.610324763168323,8.250422754852877e-4,TII,27,moist_mean,lm,NA,NA
pisr_summer_10m,2.345707400237164,7.888728462998271,0.2973492383772112,0.7677013127194583,TII,27,moist_mean,lm,NA,NA
twi_luke,8.37009651727439,2.7745318453731445,3.016759937800859,0.0043751723190942745,TII,27,moist_mean,lm,NA,NA
dtw_0_5ha,-13.225890536972901,18.43395028580301,-0.717474569037917,0.47714944536220716,TII,27,moist_mean,lm,NA,NA
tpi20,-4.667831555951341,6.82785766662697,-0.6836451173794453,0.49804498526352736,TII,27,moist_mean,lm,NA,NA
tpi500,-16.910899101428022,25.67903016651886,-0.658548979138511,0.5138668304671203,TII,27,moist_mean,lm,NA,NA
wet_effect,-2.159405503944574,5.033276488606956,-0.4290258063177106,0.6701504234047855,TII,27,moist_mean,lm,NA,NA
soil_typesilt,-2.5757347867327316,5.193596582347963,-0.4959443318118237,0.6225819162557076,TII,27,moist_mean,lm,NA,NA
soil_typepeat,2.7740483749226676,6.309437025588096,0.4396665445225046,0.6624875245366122,TII,27,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.2485163552793703,0.14993373878866417,TII,27,moist_mean,gam,1.8015059976540764,1.9604010514311847
s(twi_luke),NA,NA,3.2390019074377365,0.07944328375644649,TII,27,moist_mean,gam,1.0000586236118185,1.000115861163234
s(dtw_0_5ha),NA,NA,1.0803012491103614,0.43449923324395406,TII,27,moist_mean,gam,1.5952326748971308,1.835964790713502
s(tpi20),NA,NA,0.19993657171102805,0.6572326694085804,TII,27,moist_mean,gam,1.0000650502408164,1.00012537169859
s(tpi500),NA,NA,1.0801957057988858,0.30491011821881636,TII,27,moist_mean,gam,1.0000671717832517,1.0001331666231408
s(wet_effect),NA,NA,0.3055486629971551,0.5834833973692333,TII,27,moist_mean,gam,1.0001100188016365,1.000215696564521
(Intercept),31.75930326236462,9.47284503298374,3.3526678787398185,0.0017303012458423322,TII,28,moist_mean,lm,NA,NA
pisr_summer_10m,2.5671060823943623,8.113614198315348,0.3163948913084107,0.7533080772187208,TII,28,moist_mean,lm,NA,NA
twi_luke,8.637976989805884,2.853626041241846,3.027017859020796,0.004255926768068259,TII,28,moist_mean,lm,NA,NA
dtw_0_5ha,-12.745622929370755,18.959451002967473,-0.6722569618379695,0.5051911695848226,TII,28,moist_mean,lm,NA,NA
tpi20,-5.037731300927129,7.0225009224066435,-0.7173699735450766,0.47721327572713645,TII,28,moist_mean,lm,NA,NA
tpi500,-18.82908894623252,26.41106798583457,-0.712924178466823,0.4799308392095848,TII,28,moist_mean,lm,NA,NA
wet_effect,-2.345832986384856,5.176761219955451,-0.45314683963828706,0.6528321745312071,TII,28,moist_mean,lm,NA,NA
soil_typesilt,-2.1288839191347626,5.341651594234844,-0.3985441359433535,0.692297168461544,TII,28,moist_mean,lm,NA,NA
soil_typepeat,4.989185408360665,6.4893015489509525,0.7688324191325655,0.44639920035368796,TII,28,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.24754543801966,0.14997147245591386,TII,28,moist_mean,gam,1.8015087847255429,1.9604186126309577
s(twi_luke),NA,NA,2.976286109516028,0.09220854455646288,TII,28,moist_mean,gam,1.000038476083648,1.000076064168785
s(dtw_0_5ha),NA,NA,1.31329063491343,0.3578457553421352,TII,28,moist_mean,gam,1.661177952679275,1.885018926994748
s(tpi20),NA,NA,0.23853332195391452,0.6279644041490017,TII,28,moist_mean,gam,1.0000374077211722,1.0000721035200157
s(tpi500),NA,NA,1.2526283842466934,0.26972909960700514,TII,28,moist_mean,gam,1.0000268378014086,1.0000532378384501
s(wet_effect),NA,NA,0.3884336088909878,0.5366594166967952,TII,28,moist_mean,gam,1.000011936716961,1.0000234256243423
(Intercept),32.182864369130506,9.430309329087951,3.4127050604651865,0.0014591199736762347,TII,29,moist_mean,lm,NA,NA
pisr_summer_10m,2.7162430559378006,8.077181818194854,0.3362859865082059,0.738370323055094,TII,29,moist_mean,lm,NA,NA
twi_luke,9.110542564897491,2.8408124681392635,3.207020057492535,0.002601610852268498,TII,29,moist_mean,lm,NA,NA
dtw_0_5ha,-8.96689816357866,18.874317804748674,-0.4750846232610663,0.6372478337224248,TII,29,moist_mean,lm,NA,NA
tpi20,-5.243634757231936,6.9909679437921595,-0.7500584753629401,0.4575022750071689,TII,29,moist_mean,lm,NA,NA
tpi500,-21.280640362786222,26.292474958765577,-0.8093814065112013,0.4229682470731213,TII,29,moist_mean,lm,NA,NA
wet_effect,-2.726671433801834,5.153516124989312,-0.5290895318208574,0.5995963821873433,TII,29,moist_mean,lm,NA,NA
soil_typesilt,-1.8682086603570731,5.317666095713997,-0.35132116735626495,0.7271464693411079,TII,29,moist_mean,lm,NA,NA
soil_typepeat,5.83087505967094,6.460162783541452,0.9025894942657254,0.3720161354535445,TII,29,moist_mean,lm,NA,NA
s(pisr_summer_10m),NA,NA,2.7012148182565814,0.10381292245174445,TII,29,moist_mean,gam,1.8293521305461922,1.9707192836398408
s(twi_luke),NA,NA,3.2963292268351916,0.07712574793559329,TII,29,moist_mean,gam,1.000030869048211,1.0000610885396448
s(dtw_0_5ha),NA,NA,1.329156111583629,0.3531814671779827,TII,29,moist_mean,gam,1.6830698136345,1.899399609128073
s(tpi20),NA,NA,0.2499044128050958,0.6200284272046592,TII,29,moist_mean,gam,1.0000875796137454,1.0001693855649973
s(tpi500),NA,NA,1.6080610146472825,0.21228311321185356,TII,29,moist_mean,gam,1.0000248154762716,1.000049239194443
s(wet_effect),NA,NA,0.5104816150123069,0.4791825734917313,TII,29,moist_mean,gam,1.0000104467196593,1.000020517705805
(Intercept),33.83833473649561,9.101529858040529,3.7178732877090925,6.016458287251482e-4,TII,30,moist_mean,lm,NA,NA
pisr_summer_10m,2.423762634455966,7.7955779520789585,0.3109150661253521,0.7574404618467477,TII,30,moist_mean,lm,NA,NA
twi_luke,8.15357337272637,2.7417700308208177,2.9738356175282115,0.0049090274997965495,TII,30,moist_mean,lm,NA,NA
dtw_0_5ha,-7.723245445999174,18.216281253913035,-0.4239748683250126,0.6738004018522823,TII,30,moist_mean,lm,NA,NA
tpi20,-5.90288346362484,6.7472339725660255,-0.8748597555125137,0.38674650319234305,TII,30,moist_mean,lm,NA,NA
tpi500,-11.454595369589873,25.3758108592321,-0.4513982009533508,0.6540812953139686,TII,30,moist_mean,lm,NA,NA
