area,mean_2m_temperature,sum_total_precipitation
AIL,4.8230125935872366,482.4184883347323
HYY,12.982873364919328,403.72231371743254
KAR,13.874055898280744,377.27820022019586
MAL,4.392009136498757,547.6785158633891
PIS,12.24608972819874,497.4227676438899
RAS,5.550605974388475,461.8252424609324
SAA,4.364002659420748,538.2306094690432
TII,11.435160061362012,488.7800336049463
VAR,8.598929568431458,396.63931163196025
